Period,nsa,sf,sa,sa_4week
12/15/2007,"393,042",112.3,"350,000","344,500"
12/22/2007,"456,280",128.5,"355,000","345,250"
12/29/2007,"507,908",141.1,"360,000","349,250"
1/5/2008,"522,700",150.9,"346,000","352,750"
1/12/2008,"547,943",170.3,"322,000","345,750"
1/19/2008,"415,397",129.4,"321,000","337,250"
1/26/2008,"369,498",101,"366,000","338,750"
2/2/2008,"380,234",108.6,"350,000","339,750"
2/9/2008,"377,595",109.9,"344,000","345,250"
2/16/2008,"325,886",96,"339,000","349,750"
2/23/2008,"330,013",93.2,"354,000","346,750"
3/1/2008,"345,287",100.2,"345,000","345,500"
3/8/2008,"341,364",98,"348,000","346,500"
3/15/2008,"335,909",91.1,"369,000","354,000"
3/22/2008,"316,208",86,"368,000","357,500"
3/29/2008,"342,189",88.4,"387,000","368,000"
4/5/2008,"357,209",100.8,"354,000","369,500"
4/12/2008,"370,960",101.7,"365,000","368,500"
4/19/2008,"328,334",94,"349,000","363,750"
4/26/2008,"337,854",91.4,"370,000","359,500"
5/3/2008,"335,533",90.7,"370,000","363,500"
5/10/2008,"325,479",88.9,"366,000","363,750"
5/17/2008,"319,817",87.2,"367,000","368,250"
5/24/2008,"326,627",88.4,"369,000","368,000"
5/31/2008,"300,989",83.1,"362,000","366,000"
6/7/2008,"373,033",97.6,"382,000","370,000"
6/14/2008,"349,254",92.4,"378,000","372,750"
6/21/2008,"358,158",94,"381,000","375,750"
6/28/2008,"368,544",94.1,"392,000","383,250"
7/5/2008,"401,672",108.2,"371,000","380,500"
7/12/2008,"476,071",123.8,"385,000","382,250"
7/19/2008,"403,607",100.4,"402,000","387,500"
7/26/2008,"374,182",86.2,"434,000","398,000"
8/2/2008,"381,887",85.3,"448,000","417,250"
8/9/2008,"372,807",86.6,"430,000","428,500"
8/16/2008,"342,164",80.7,"424,000","434,000"
8/23/2008,"344,255",81.7,"421,000","430,750"
8/30/2008,"360,485",81.5,"442,000","429,250"
9/6/2008,"336,131",76.3,"441,000","432,000"
9/13/2008,"381,720",85,"449,000","438,250"
9/20/2008,"397,610",82.3,"483,000","453,750"
9/27/2008,"392,121",81.2,"483,000","464,000"
10/4/2008,"426,786",88.5,"482,000","474,250"
10/11/2008,"454,100",98.5,"461,000","477,250"
10/18/2008,"416,114",87.1,"478,000","476,000"
10/25/2008,"449,429",93.6,"480,000","475,250"
11/1/2008,"466,373",95.2,"490,000","477,250"
11/8/2008,"539,812",105.5,"512,000","490,000"
11/15/2008,"513,047",95.7,"536,000","504,500"
11/22/2008,"609,128",114.4,"532,000","517,500"
11/29/2008,"537,230",101.5,"529,000","527,250"
12/6/2008,"760,481",133.4,"570,000","541,750"
12/13/2008,"629,867",111.3,"566,000","549,250"
12/20/2008,"719,691",122.7,"587,000","563,000"
12/27/2008,"717,000",134.6,"533,000","564,000"
1/3/2009,"731,958",145.5,"503,000","547,250"
1/10/2009,"956,791",173.6,"551,000","543,500"
1/17/2009,"763,987",129.2,"591,000","544,500"
1/24/2009,"620,143",105.8,"586,000","557,750"
1/31/2009,"682,176",108.5,"629,000","589,250"
2/7/2009,"710,152",111.4,"637,000","610,750"
2/14/2009,"619,951",98.1,"632,000","621,000"
2/21/2009,"605,668",92.5,"655,000","638,250"
2/28/2009,"645,827",99.1,"652,000","644,000"
3/7/2009,"652,635",98.9,"660,000","649,750"
3/14/2009,"601,192",92.4,"651,000","654,500"
3/21/2009,"590,067",89.3,"661,000","656,000"
3/28/2009,"599,299",90.1,"665,000","659,250"
4/4/2009,"623,279",95.5,"653,000","657,500"
4/11/2009,"610,522",101.9,"599,000","644,500"
4/18/2009,"596,564",93.3,"639,000","639,000"
4/25/2009,"583,457",94.1,"620,000","627,750"
5/2/2009,"536,648",89.1,"602,000","615,000"
5/9/2009,"570,412",91.3,"625,000","621,500"
5/16/2009,"540,925",87.2,"620,000","616,750"
5/23/2009,"538,311",88.9,"606,000","613,250"
5/30/2009,"500,380",82.4,"607,000","614,500"
6/6/2009,"581,092",97.5,"596,000","607,250"
6/13/2009,"562,449",94.6,"595,000","601,000"
6/20/2009,"572,425",94.2,"608,000","601,500"
6/27/2009,"563,387",94.9,"594,000","598,250"
7/4/2009,"585,963",102.3,"573,000","592,500"
7/11/2009,"677,038",124,"546,000","580,250"
7/18/2009,"590,730",105.5,"560,000","568,250"
7/25/2009,"516,351",87.9,"587,000","566,500"
8/1/2009,"470,988",84.8,"555,000","562,000"
8/8/2009,"486,586",87.6,"555,000","564,250"
8/15/2009,"461,780",82.1,"562,000","564,750"
8/22/2009,"460,998",82.3,"560,000","558,000"
8/29/2009,"460,525",81.7,"564,000","560,250"
9/5/2009,"470,079",84.3,"558,000","561,000"
9/12/2009,"414,557",76.5,"542,000","556,000"
9/19/2009,"441,311",82.3,"536,000","550,000"
9/26/2009,"449,620",81.2,"554,000","547,500"
10/3/2009,"456,233",85.6,"533,000","541,250"
10/10/2009,"513,852",100.6,"511,000","533,500"
10/17/2009,"464,985",87.5,"531,000","532,250"
10/24/2009,"499,374",94.2,"530,000","526,250"
10/31/2009,"487,714",93.5,"522,000","523,500"
11/7/2009,"537,230",104.9,"512,000","523,750"
11/14/2009,"479,350",94.6,"507,000","517,750"
11/21/2009,"547,022",113.4,"482,000","505,750"
11/28/2009,"462,090",97.3,"475,000","494,000"
12/5/2009,"673,097",135.5,"497,000","490,250"
12/12/2009,"561,655",112.8,"498,000","488,000"
12/19/2009,"571,378",119.3,"479,000","487,250"
12/26/2009,"561,852",120.1,"468,000","485,500"
1/2/2010,"651,215",142.9,"456,000","475,250"
1/9/2010,"825,891",176.2,"469,000","468,000"
1/16/2010,"659,173",130,"507,000","475,000"
1/23/2010,"507,651",107.7,"471,000","475,750"
1/30/2010,"538,617",108.5,"496,000","485,750"
2/6/2010,"512,463",110,"466,000","485,000"
2/13/2010,"482,078",98.5,"489,000","480,500"
2/20/2010,"458,160",91.6,"500,000","487,750"
2/27/2010,"474,662",97.3,"488,000","485,750"
3/6/2010,"462,679",98,"472,000","487,250"
3/13/2010,"439,061",91.9,"478,000","484,500"
3/20/2010,"413,067",87.6,"472,000","477,500"
3/27/2010,"412,710",89.9,"459,000","470,250"
4/3/2010,"421,130",87.9,"479,000","472,000"
4/10/2010,"514,136",107.4,"479,000","472,250"
4/17/2010,"436,814",93.2,"469,000","471,500"
4/24/2010,"429,196",95.6,"449,000","469,000"
5/1/2010,"399,350",88.6,"451,000","462,000"
5/8/2010,"414,327",91.8,"451,000","455,000"
5/15/2010,"414,572",87.4,"474,000","456,250"
5/22/2010,"410,778",88.8,"463,000","459,750"
5/29/2010,"418,873",91.5,"458,000","461,500"
6/5/2010,"398,864",86.9,"459,000","463,500"
6/12/2010,"448,305",96,"467,000","461,750"
6/19/2010,"427,080",94.4,"452,000","459,000"
6/26/2010,"444,712",95.9,"464,000","460,500"
7/3/2010,"470,366",103.5,"454,000","459,250"
7/10/2010,"515,991",117.5,"439,000","452,250"
7/17/2010,"502,065",108.7,"462,000","454,750"
7/24/2010,"413,679",89,"465,000","455,000"
7/31/2010,"402,140",84.4,"476,000","460,500"
8/7/2010,"425,471",88.1,"483,000","471,500"
8/14/2010,"405,484",83.4,"486,000","477,500"
8/21/2010,"384,955",83,"464,000","477,250"
8/28/2010,"383,135",82.1,"467,000","475,000"
9/4/2010,"381,863",84.4,"452,000","467,250"
9/11/2010,"341,791",76.9,"444,000","456,750"
9/18/2010,"382,341",83.3,"459,000","455,500"
9/25/2010,"372,551",81.2,"459,000","453,500"
10/2/2010,"373,681",83.8,"446,000","452,000"
10/9/2010,"462,667",100.7,"459,000","455,750"
10/16/2010,"394,016",88.8,"444,000","452,000"
10/23/2010,"408,489",94.6,"432,000","445,250"
10/30/2010,"421,097",92.9,"453,000","447,000"
11/6/2010,"452,657",104.2,"434,000","440,750"
11/13/2010,"409,548",94.7,"432,000","437,750"
11/20/2010,"464,817",114.3,"407,000","431,500"
11/27/2010,"412,922",95.6,"432,000","426,250"
12/4/2010,"585,711",136.9,"428,000","424,750"
12/11/2010,"491,776",115.6,"425,000","423,000"
12/18/2010,"495,548",116.9,"424,000","427,250"
12/25/2010,"525,710",130.1,"404,000","420,250"
1/1/2011,"578,904",140.2,"413,000","416,500"
1/8/2011,"773,499",178.3,"434,000","418,750"
1/15/2011,"549,688",130.5,"421,000","418,000"
1/22/2011,"485,950",109,"446,000","428,500"
1/29/2011,"464,775",110.6,"420,000","430,250"
2/5/2011,"440,706",109.6,"402,000","422,250"
2/12/2011,"424,400",99.9,"425,000","423,250"
2/19/2011,"380,985",96.7,"394,000","410,250"
2/26/2011,"353,797",91.9,"385,000","401,500"
3/5/2011,"407,299",98.3,"414,000","404,500"
3/12/2011,"371,721",92.1,"404,000","399,250"
3/19/2011,"354,457",87.1,"407,000","402,500"
3/26/2011,"357,457",89.5,"399,000","406,000"
4/2/2011,"353,817",89.6,"395,000","401,250"
4/9/2011,"448,029",107.7,"416,000","404,250"
4/16/2011,"381,834",94.9,"402,000","403,000"
4/23/2011,"387,867",91.9,"422,000","408,750"
4/30/2011,"415,974",88.9,"468,000","427,000"
5/7/2011,"397,737",91.4,"435,000","431,750"
5/14/2011,"361,573",87.4,"414,000","434,750"
5/21/2011,"376,632",89.1,"423,000","435,000"
5/28/2011,"381,497",91.3,"418,000","422,500"
6/4/2011,"366,816",86.8,"423,000","419,500"
6/11/2011,"400,608",97,"413,000","419,250"
6/18/2011,"394,286",94.7,"416,000","417,500"
6/25/2011,"406,633",96.7,"421,000","418,250"
7/2/2011,"425,640",101.9,"418,000","417,000"
7/9/2011,"473,963",116.1,"408,000","415,750"
7/16/2011,"470,086",112,"420,000","416,750"
7/23/2011,"369,207",89.9,"411,000","414,250"
7/30/2011,"341,103",84,"406,000","411,250"
8/6/2011,"354,408",87.5,"405,000","410,500"
8/13/2011,"346,014",84.5,"409,000","407,750"
8/20/2011,"344,870",83.2,"415,000","408,750"
8/27/2011,"336,761",82.4,"409,000","409,500"
9/3/2011,"348,582",84.2,"414,000","411,750"
9/10/2011,"328,868",76.6,"429,000","416,750"
9/17/2011,"353,820",83.8,"422,000","418,500"
9/24/2011,"328,073",80.8,"406,000","417,750"
10/1/2011,"332,394",82.1,"405,000","415,500"
10/8/2011,"405,906",99,"410,000","410,750"
10/15/2011,"357,562",90.5,"395,000","404,000"
10/22/2011,"377,156",93.7,"403,000","403,250"
10/29/2011,"369,647",92.7,"399,000","401,750"
11/5/2011,"402,532",102.6,"392,000","397,250"
11/12/2011,"363,016",94.7,"383,000","394,250"
11/19/2011,"440,157",114.3,"385,000","389,750"
11/26/2011,"372,640",93.8,"397,000","389,250"
12/3/2011,"528,793",136.6,"387,000","388,000"
12/10/2011,"435,863",118.6,"368,000","384,250"
12/17/2011,"421,103",114.3,"368,000","380,000"
12/24/2011,"497,689",128.8,"386,000","377,250"
12/31/2011,"540,057",143.5,"376,000","374,500"
1/7/2012,"646,219",165.1,"391,000","398,750"
1/14/2012,"525,422",143.2,"367,000","384,500"
1/21/2012,"416,880",109.4,"381,000","378,750"
1/28/2012,"422,287",113.6,"372,000","377,750"
2/4/2012,"401,365",109.1,"368,000","372,000"
2/11/2012,"365,014",101.2,"361,000","370,500"
2/18/2012,"346,659",96.6,"359,000","365,000"
2/25/2012,"334,242",91.5,"365,000","363,250"
3/3/2012,"368,433",98.2,"375,000","365,000"
3/10/2012,"340,102",92.1,"369,000","367,000"
3/17/2012,"319,498",86.9,"368,000","369,250"
3/24/2012,"323,373",89.1,"363,000","368,750"
3/31/2012,"315,800",88.3,"358,000","364,500"
4/7/2012,"390,064",100.7,"387,000","369,000"
4/14/2012,"370,482",97.3,"381,000","372,250"
4/21/2012,"370,632",95.8,"387,000","378,250"
4/28/2012,"333,476",89.6,"372,000","381,750"
5/5/2012,"341,080",91.4,"373,000","378,250"
5/12/2012,"325,094",88.2,"369,000","375,250"
5/19/2012,"330,427",89.1,"371,000","371,250"
5/26/2012,"346,260",90.9,"381,000","373,500"
6/2/2012,"324,385",86,"377,000","374,500"
6/9/2012,"376,610",98.4,"383,000","378,000"
6/16/2012,"364,548",94.9,"384,000","381,250"
6/23/2012,"370,521",97.4,"380,000","381,000"
6/30/2012,"369,826",99.5,"372,000","379,750"
7/7/2012,"442,192",123,"360,000","374,000"
7/14/2012,"455,260",116.6,"390,000","375,500"
7/21/2012,"340,780",92.6,"368,000","372,500"
7/28/2012,"312,931",84.1,"372,000","372,500"
8/4/2012,"320,219",86.2,"371,000","375,250"
8/11/2012,"317,680",86,"369,000","370,000"
8/18/2012,"311,857",82.9,"376,000","372,000"
8/25/2012,"312,542",83,"377,000","373,250"
9/1/2012,"309,537",83.4,"371,000","373,250"
9/8/2012,"299,729",76.2,"393,000","379,250"
9/15/2012,"330,454",84.3,"392,000","383,250"
9/22/2012,"303,685",80.5,"377,000","383,250"
9/29/2012,"301,046",80,"376,000","384,500"
10/6/2012,"329,925",94.2,"350,000","373,750"
10/13/2012,"362,730",94,"386,000","372,250"
10/20/2012,"345,227",92.3,"374,000","371,500"
10/27/2012,"339,924",93.5,"364,000","368,500"
11/3/2012,"361,823",99,"365,000","372,250"
11/10/2012,"478,551",107.4,"446,000","387,250"
11/17/2012,"403,636",99.3,"406,000","395,250"
11/24/2012,"358,865",92.4,"388,000","401,250"
12/1/2012,"500,163",133.3,"375,000","403,750"
12/8/2012,"429,191",126.4,"340,000","377,250"
12/15/2012,"401,431",112.7,"356,000","364,750"
12/22/2012,"457,584",126.3,"362,000","358,250"
12/29/2012,"490,126",135.5,"362,000","355,000"
1/5/2013,"557,424",153.4,"363,000","369,750"
1/12/2013,"558,047",162.4,"344,000","363,750"
1/19/2013,"437,360",129.1,"339,000","352,000"
1/26/2013,"369,567",100.9,"366,000","353,000"
2/2/2013,"388,708",107.8,"361,000","352,500"
2/9/2013,"361,759",104.2,"347,000","353,250"
2/16/2013,"351,087",96.9,"362,000","359,000"
2/23/2013,"310,512",90.9,"342,000","353,000"
3/2/2013,"335,794",98.8,"340,000","347,750"
3/9/2013,"317,661",92.7,"343,000","346,750"
3/16/2013,"301,471",88,"343,000","342,000"
3/23/2013,"316,133",88.2,"358,000","346,000"
3/30/2013,"317,494",84.6,"375,000","354,750"
4/6/2013,"356,935",99.5,"359,000","358,750"
4/13/2013,"359,415",101.1,"356,000","362,000"
4/20/2013,"326,264",95.2,"343,000","358,250"
4/27/2013,"301,622",91.2,"331,000","347,250"
5/4/2013,"301,602",89.9,"335,000","341,250"
5/11/2013,"320,253",89,"360,000","342,250"
5/18/2013,"303,357",88.4,"343,000","342,250"
5/25/2013,"319,508",90.4,"353,000","347,750"
6/1/2013,"294,608",85.1,"346,000","350,500"
6/8/2013,"332,964",98.7,"337,000","344,750"
6/15/2013,"336,970",95.4,"353,000","347,250"
6/22/2013,"336,901",97.1,"347,000","345,750"
6/29/2013,"335,424",98.6,"340,000","344,250"
7/6/2013,"383,811",109.3,"351,000","347,750"
7/13/2013,"410,974",119.4,"344,000","345,500"
7/20/2013,"340,457",95.8,"355,000","347,500"
7/27/2013,"281,692",84.3,"334,000","346,000"
8/3/2013,"288,861",85.1,"339,000","343,000"
8/10/2013,"282,756",86.6,"327,000","338,750"
8/17/2013,"281,164",82.7,"340,000","335,000"
8/24/2013,"279,803",83.2,"336,000","335,500"
8/31/2013,"269,359",83,"325,000","332,000"
9/7/2013,"229,648",76.5,"300,000","325,250"
9/14/2013,"272,946",84.5,"323,000","321,000"
9/21/2013,"255,087",81.3,"314,000","315,500"
9/28/2013,"252,196",79.1,"319,000","314,000"
10/5/2013,"335,937",91.2,"368,000","331,000"
10/12/2013,"360,957",98.2,"368,000","342,250"
10/19/2013,"312,037",88.8,"351,000","351,500"
10/26/2013,"325,326",93.7,"347,000","358,500"
11/2/2013,"331,867",97,"342,000","352,000"
11/9/2013,"364,167",107.2,"340,000","345,000"
11/16/2013,"327,053",98.7,"331,000","340,000"
11/23/2013,"369,197",116.9,"316,000","332,250"
11/30/2013,"321,896",103.1,"312,000","324,750"
12/7/2013,"463,413",130.9,"354,000","328,250"
12/14/2013,"414,613",113.8,"364,000","336,500"
12/21/2013,"418,272",125.2,"334,000","341,000"
12/28/2013,"452,664",136.2,"332,000","346,000"
1/4/2014,"488,537",151.6,"322,000","338,000"
1/11/2014,"534,966",168.4,"318,000","326,500"
1/18/2014,"416,116",127.2,"327,000","324,750"
1/25/2014,"357,806",105.1,"340,000","326,750"
2/1/2014,"357,742",108.2,"331,000","329,000"
2/8/2014,"360,338",107,"337,000","333,750"
2/15/2014,"322,761",97.3,"332,000","335,000"
2/22/2014,"312,665",91.7,"341,000","335,250"
3/1/2014,"317,832",99.6,"319,000","332,250"
3/8/2014,"302,311",93.8,"322,000","328,500"
3/15/2014,"285,970",89.2,"321,000","325,750"
3/22/2014,"274,072",87.5,"313,000","318,750"
3/29/2014,"294,862",89.3,"330,000","321,500"
4/5/2014,"299,162",96.3,"311,000","318,750"
4/12/2014,"318,793",103.5,"308,000","315,500"
4/19/2014,"299,182",91.4,"327,000","319,000"
4/26/2014,"318,127",92.3,"345,000","322,750"
5/3/2014,"288,748",88.9,"325,000","326,250"
5/10/2014,"270,738",89.5,"303,000","325,000"
5/17/2014,"287,398",88.8,"324,000","324,250"
5/24/2014,"275,412",90.3,"305,000","314,250"
5/31/2014,"264,133",84.7,"312,000","311,000"
6/7/2014,"313,371",99,"317,000","314,500"
6/14/2014,"301,195",95.9,"314,000","312,000"
6/21/2014,"305,029",96.9,"315,000","314,500"
6/28/2014,"305,791",99.2,"308,000","313,500"
7/5/2014,"322,753",106.7,"302,000","309,750"
7/12/2014,"370,559",120.3,"308,000","308,250"
7/19/2014,"287,049",97.6,"294,000","303,000"
7/26/2014,"257,625",84.9,"303,000","301,750"
8/2/2014,"247,877",83.9,"295,000","300,000"
8/9/2014,"269,468",87.1,"309,000","300,250"
8/16/2014,"249,463",82.3,"303,000","302,500"
8/23/2014,"249,006",83.1,"300,000","301,750"
8/30/2014,"249,780",82.5,"303,000","303,750"
9/6/2014,"234,755",76.5,"307,000","303,250"
9/13/2014,"242,318",84,"288,000","299,500"
9/20/2014,"239,780",81.4,"295,000","298,250"
9/27/2014,"227,571",78.6,"290,000","295,000"
10/4/2014,"257,545",87.9,"293,000","291,500"
10/11/2014,"273,756",97.5,"281,000","289,750"
10/18/2014,"256,166",88.3,"290,000","288,500"
10/25/2014,"271,331",93.3,"291,000","288,750"
11/1/2014,"266,921",95.3,"280,000","285,500"
11/8/2014,"309,338",106.4,"291,000","288,000"
11/15/2014,"286,115",97.6,"293,000","288,750"
11/22/2014,"357,202",117.7,"303,000","291,750"
11/29/2014,"294,389",101.1,"291,000","294,500"
12/6/2014,"389,284",133.6,"291,000","294,500"
12/13/2014,"327,827",114.5,"286,000","292,750"
12/20/2014,"340,827",123.5,"276,000","286,000"
12/27/2014,"389,757",136.6,"285,000","284,500"
1/3/2015,"439,342",149.6,"294,000","285,250"
1/10/2015,"529,685",174.1,"304,000","289,750"
1/17/2015,"383,538",128.7,"298,000","295,250"
1/24/2015,"281,885",108.2,"261,000","289,250"
1/31/2015,"306,643",109,"281,000","286,000"
2/7/2015,"324,158",108.8,"298,000","284,500"
2/14/2015,"277,904",97.4,"285,000","281,250"
2/21/2015,"280,639",91.9,"305,000","292,250"
2/28/2015,"315,566",99.7,"317,000","301,250"
3/7/2015,"277,925",95,"293,000","300,000"
3/14/2015,"260,242",89.8,"290,000","301,250"
3/21/2015,"248,032",87.2,"284,000","296,000"
3/28/2015,"239,748",89.1,"269,000","284,000"
4/4/2015,"253,533",89.8,"282,000","281,250"
4/11/2015,"308,173",103.3,"298,000","283,250"
4/18/2015,"279,797",95,"295,000","286,000"
4/25/2015,"250,780",93.2,"269,000","286,000"
5/2/2015,"236,421",88.5,"267,000","282,250"
5/9/2015,"242,882",89.7,"271,000","275,500"
5/16/2015,"243,612",88.4,"276,000","270,750"
5/23/2015,"253,454",90.2,"281,000","273,750"
5/30/2015,"230,676",84,"275,000","275,750"
6/6/2015,"275,619",99.1,"278,000","277,500"
6/13/2015,"258,764",96.2,"269,000","275,750"
6/20/2015,"263,199",96.3,"273,000","273,750"
6/27/2015,"274,646",99.7,"275,000","273,750"
7/4/2015,"303,585",104.1,"292,000","277,250"
7/11/2015,"344,471",120.8,"285,000","281,250"
7/18/2015,"262,949",99.3,"265,000","279,250"
7/25/2015,"230,314",85.7,"269,000","277,750"
8/1/2015,"224,104",82.9,"270,000","272,250"
8/8/2015,"239,326",87.4,"274,000","269,500"
8/15/2015,"229,251",82.3,"279,000","273,000"
8/22/2015,"226,649",82.7,"274,000","274,250"
8/29/2015,"230,079",82.4,"279,000","276,500"
9/5/2015,"232,507",85.3,"273,000","276,250"
9/12/2015,"198,903",75.2,"264,000","272,500"
9/19/2015,"219,342",81.6,"269,000","271,250"
9/26/2015,"215,116",79,"272,000","269,500"
10/3/2015,"227,176",85,"267,000","268,000"
10/10/2015,"256,522",96.7,"265,000","268,250"
10/17/2015,"232,860",88.1,"264,000","267,000"
10/24/2015,"245,365",93,"264,000","265,000"
10/31/2015,"258,440",94.1,"275,000","267,000"
11/7/2015,"291,098",105.6,"276,000","269,750"
11/14/2015,"264,816",97.3,"272,000","271,750"
11/21/2015,"305,424",117.2,"261,000","271,000"
11/28/2015,"262,628",99.2,"265,000","268,500"
12/5/2015,"384,491",137.4,"280,000","269,500"
12/12/2015,"313,276",116.7,"268,000","268,500"
12/19/2015,"319,641",122.9,"260,000","268,250"
12/26/2015,"346,542",125.7,"276,000","271,000"
1/2/2016,"405,368",148.4,"273,000","269,250"
1/9/2016,"502,904",177.3,"284,000","273,250"
1/16/2016,"378,747",130.8,"290,000","280,750"
1/23/2016,"295,936",110.2,"269,000","279,000"
1/30/2016,"311,940",110.9,"281,000","281,000"
2/6/2016,"290,796",109.6,"265,000","276,250"
2/13/2016,"258,380",98.3,"263,000","269,500"
2/20/2016,"248,870",91.5,"272,000","270,250"
2/27/2016,"265,802",98.8,"269,000","267,250"
3/5/2016,"247,628",96.5,"257,000","265,250"
3/12/2016,"236,888",90.2,"263,000","265,250"
3/19/2016,"230,882",87.3,"264,000","263,250"
3/26/2016,"235,716",86.3,"273,000","264,250"
4/2/2016,"245,035",90.1,"272,000","268,000"
4/9/2016,"270,419",102.9,"263,000","268,000"
4/16/2016,"242,400",95,"255,000","265,750"
4/23/2016,"245,040",94.5,"259,000","262,250"
4/30/2016,"243,392",87.8,"277,000","263,500"
5/7/2016,"261,899",90.4,"290,000","270,250"
5/14/2016,"244,869",87.9,"279,000","276,250"
5/21/2016,"240,798",90,"268,000","278,500"
5/28/2016,"246,740",93.4,"264,000","275,250"
6/4/2016,"232,300",87.7,"265,000","269,000"
6/11/2016,"266,277",97.5,"273,000","267,500"
6/18/2016,"247,968",95,"261,000","265,750"
6/25/2016,"263,662",100.5,"262,000","265,250"
7/2/2016,"267,437",104.5,"256,000","263,000"
7/9/2016,"298,673",116.2,"257,000","259,000"
7/16/2016,"268,526",103.2,"260,000","258,750"
7/23/2016,"231,925",87.7,"264,000","259,250"
7/30/2016,"219,202",82.3,"266,000","261,750"
8/6/2016,"231,542",87.1,"266,000","264,000"
8/13/2016,"219,570",83,"265,000","265,250"
8/20/2016,"217,011",82,"265,000","265,500"
8/27/2016,"215,688",82.3,"262,000","264,500"
9/3/2016,"217,715",84.7,"257,000","262,250"
9/10/2016,"193,291",76.3,"253,000","259,250"
9/17/2016,"205,649",81.7,"252,000","256,000"
9/24/2016,"198,455",80.2,"247,000","252,250"
10/1/2016,"200,456",81.5,"246,000","249,500"
10/8/2016,"238,581",95.2,"251,000","249,000"
10/15/2016,"233,633",88.6,"264,000","252,000"
10/22/2016,"237,314",92.2,"257,000","254,500"
10/29/2016,"245,751",92.7,"265,000","259,250"
11/5/2016,"258,608",103,"251,000","259,250"
11/12/2016,"223,770",96.4,"232,000","251,250"
11/19/2016,"287,794",116.1,"248,000","249,000"
11/26/2016,"249,774",96.2,"260,000","247,750"
12/3/2016,"351,580",139.4,"252,000","248,000"
12/10/2016,"305,268",121.4,"251,000","252,750"
12/17/2016,"315,068",120.2,"262,000","256,250"
12/24/2016,"343,213",135.1,"254,000","254,750"
12/31/2016,"350,561",148.6,"236,000","250,750"
1/7/2017,"414,742",170.3,"244,000","249,000"
1/14/2017,"352,799",143.7,"246,000","245,000"
1/21/2017,"284,030",110.9,"256,000","245,500"
1/28/2017,"280,983",116.6,"241,000","246,750"
2/4/2017,"259,713",110.1,"236,000","244,750"
2/11/2017,"245,886",101.4,"242,000","243,750"
2/18/2017,"239,322",96.8,"247,000","241,500"
2/25/2017,"212,829",91.7,"232,000","239,250"
3/4/2017,"243,959",99.1,"246,000","241,750"
3/11/2017,"222,227",91.1,"244,000","242,250"
3/18/2017,"224,693",88.2,"255,000","244,250"
3/25/2017,"228,269",89.2,"256,000","250,250"
4/1/2017,"208,347",88.2,"236,000","247,750"
4/8/2017,"239,823",101,"237,000","246,000"
4/15/2017,"225,864",92.6,"244,000","243,250"
4/22/2017,"241,611",96.1,"251,000","242,000"
4/29/2017,"210,955",87.5,"241,000","243,250"
5/6/2017,"215,040",90.7,"237,000","243,250"
5/13/2017,"206,905",87.3,"237,000","241,500"
5/20/2017,"210,544",90,"234,000","237,250"
5/27/2017,"232,138",92.4,"251,000","239,750"
6/3/2017,"212,696",87.1,"244,000","241,500"
6/10/2017,"234,652",98.7,"238,000","241,750"
6/17/2017,"228,883",94,"243,000","244,000"
6/24/2017,"239,635",101,"237,000","240,500"
7/1/2017,"252,886",102.1,"248,000","241,500"
7/8/2017,"284,329",114.6,"248,000","244,000"
7/15/2017,"257,763",107.1,"241,000","243,500"
7/22/2017,"220,455",89.8,"245,000","245,500"
7/29/2017,"198,776",82.1,"242,000","244,000"
8/5/2017,"211,924",86.1,"246,000","243,500"
8/12/2017,"198,280",83.9,"236,000","242,250"
8/19/2017,"195,130",81.1,"241,000","241,250"
8/26/2017,"196,227",82.2,"239,000","240,500"
9/2/2017,"250,627",83.7,"299,000","253,750"
9/9/2017,"211,923",77.2,"275,000","263,500"
9/16/2017,"212,313",81.7,"260,000","268,250"
9/23/2017,"212,987",81.3,"262,000","274,000"
9/30/2017,"204,180",80,"255,000","263,000"
10/7/2017,"229,241",93.2,"246,000","255,750"
10/14/2017,"205,592",88.8,"232,000","248,750"
10/21/2017,"216,004",91.5,"236,000","242,250"
10/28/2017,"215,977",91.9,"235,000","237,250"
11/4/2017,"242,111",100.9,"240,000","235,750"
11/11/2017,"236,654",96.2,"246,000","239,250"
11/18/2017,"275,004",115.5,"238,000","239,750"
11/25/2017,"224,851",95,"237,000","240,250"
12/2/2017,"326,052",138.7,"235,000","239,000"
12/9/2017,"282,055",124.9,"226,000","234,000"
12/16/2017,"287,479",119,"242,000","235,000"
12/23/2017,"325,180",134.4,"242,000","236,250"
12/30/2017,"351,500",144.4,"243,000","238,250"
1/6/2018,"403,930",161,"251,000","244,500"
1/13/2018,"354,708",155,"229,000","241,250"
1/20/2018,"260,432",110.1,"237,000","240,000"
1/27/2018,"268,197",121.3,"221,000","234,500"
2/3/2018,"243,422",110.3,"221,000","227,000"
2/10/2018,"233,252",104,"224,000","225,750"
2/17/2018,"212,609",96.7,"220,000","221,500"
2/24/2018,"196,294",91.1,"215,000","220,000"
3/3/2018,"225,893",100.1,"226,000","221,250"
3/10/2018,"205,185",92.2,"223,000","221,000"
3/17/2018,"198,649",88.7,"224,000","222,000"
3/24/2018,"195,433",88.9,"220,000","223,250"
3/31/2018,"201,057",84.9,"237,000","226,000"
4/7/2018,"231,759",99,"234,000","228,750"
4/14/2018,"226,090",96.4,"235,000","231,500"
4/21/2018,"200,139",96.7,"207,000","228,250"
4/28/2018,"186,451",88,"212,000","222,000"
