Period,nsa,sf,sa,sa_4week
5/5/2018,"190,262",90.8,"210,000","216,000"
5/12/2018,"195,214",87.1,"224,000","213,250"
5/19/2018,"207,043",90.1,"230,000","219,000"
5/26/2018,"202,846",91.7,"221,000","221,250"
6/2/2018,"191,523",86.8,"221,000","224,000"
6/9/2018,"217,289",99.5,"218,000","222,500"
6/16/2018,"206,023",93.8,"220,000","220,000"
6/23/2018,"222,766",101.1,"220,000","219,750"
6/30/2018,"231,539",101.4,"228,000","221,500"
7/7/2018,"264,869",123,"215,000","220,750"
7/14/2018,"232,238",109.6,"212,000","218,750"
7/21/2018,"201,288",91.3,"220,000","218,750"
7/28/2018,"179,880",82.4,"218,000","216,250"
8/4/2018,"185,174",85.1,"218,000","217,000"
8/11/2018,"180,038",84.7,"213,000","217,250"
8/18/2018,"173,331",80.3,"216,000","216,250"
8/25/2018,"175,745",82.2,"214,000","215,250"
9/1/2018,"173,607",82.7,"210,000","213,250"
9/8/2018,"162,640",77.2,"211,000","212,750"
9/15/2018,"173,624",81.6,"213,000","212,000"
9/22/2018,"172,930",81.5,"212,000","211,500"
9/29/2018,"171,816",79.3,"217,000","213,250"
10/6/2018,"193,936",91.1,"213,000","213,750"
10/13/2018,"190,501",89.3,"213,000","213,750"
10/20/2018,"198,733",90.8,"219,000","215,500"
10/27/2018,"198,530",91.5,"217,000","215,500"
11/3/2018,"214,814",98.9,"217,000","216,500"
11/10/2018,"235,981",108.1,"218,000","217,750"
11/17/2018,"226,576",102.2,"222,000","218,500"
11/24/2018,"218,658",94.1,"232,000","222,250"
12/1/2018,"317,936",137.2,"232,000","226,000"
12/8/2018,"261,525",129.1,"203,000","222,250"
12/15/2018,"255,195",118.1,"216,000","220,750"
12/22/2018,"291,581",133.2,"219,000","217,500"
12/29/2018,"327,388",143.5,"228,000","216,500"
1/5/2019,"350,681",159.6,"220,000","220,750"
1/12/2019,"343,678",159.2,"216,000","220,750"
1/19/2019,"269,369",128.6,"209,000","218,250"
1/26/2019,"250,580",106.1,"236,000","220,250"
2/2/2019,"254,263",110.6,"230,000","222,750"
2/9/2019,"242,762",106.3,"228,000","225,750"
2/16/2019,"210,679",96.7,"218,000","228,000"
2/23/2019,"203,049",90.8,"224,000","225,000"
3/2/2019,"220,540",100.2,"220,000","222,500"
3/9/2019,"209,302",93.4,"224,000","221,500"
3/16/2019,"194,335",88.9,"219,000","221,750"
3/23/2019,"190,023",88.5,"215,000","219,500"
3/30/2019,"183,775",87.3,"211,000","217,250"
4/6/2019,"196,071",96.5,"203,000","212,000"
4/13/2019,"196,364",96.6,"203,000","208,000"
4/20/2019,"211,762",93.8,"226,000","210,750"
4/27/2019,"204,755",88.9,"230,000","215,500"
5/4/2019,"204,033",90.8,"225,000","221,000"
5/11/2019,"188,264",86.9,"217,000","224,500"
5/18/2019,"191,931",89.9,"213,000","221,250"
5/25/2019,"198,194",90.9,"218,000","218,250"
6/1/2019,"189,577",86.2,"220,000","217,000"
6/8/2019,"220,186",99.9,"220,000","217,750"
6/15/2019,"205,921",93.9,"219,000","219,250"
6/22/2019,"225,819",100.7,"224,000","220,750"
6/29/2019,"224,565",101,"222,000","221,250"
7/6/2019,"231,995",110.2,"211,000","219,000"
7/13/2019,"243,621",112.1,"217,000","218,500"
7/20/2019,"196,382",93.1,"211,000","215,250"
7/27/2019,"178,897",82.9,"216,000","213,750"
8/3/2019,"179,879",84,"214,000","214,500"
8/10/2019,"186,914",85.7,"218,000","214,750"
8/17/2019,"171,386",79.9,"215,000","215,750"
8/24/2019,"176,867",82.1,"215,000","215,500"
8/31/2019,"179,516",82.1,"219,000","216,750"
9/7/2019,"160,342",77,"208,000","214,250"
9/14/2019,"173,134",81.9,"211,000","213,250"
9/21/2019,"175,394",81.6,"215,000","213,250"
9/28/2019,"172,968",79.2,"218,000","213,000"
10/5/2019,"188,106",88.8,"212,000","214,000"
10/12/2019,"201,677",92.6,"218,000","215,750"
10/19/2019,"186,748",87.8,"213,000","215,250"
10/26/2019,"198,733",91.5,"217,000","215,000"
11/2/2019,"205,625",97.1,"212,000","215,000"
11/9/2019,"238,996",107.5,"222,000","216,000"
11/16/2019,"227,892",102,"223,000","218,500"
11/23/2019,"252,428",119.4,"211,000","217,000"
11/30/2019,"216,827",105.1,"206,000","215,500"
12/7/2019,"317,866",134,"237,000","219,250"
12/14/2019,"270,547",118,"229,000","220,750"
12/21/2019,"287,243",132,"218,000","222,500"
12/28/2019,"312,524",142.3,"220,000","226,000"
1/4/2020,"335,480",158.4,"212,000","219,750"
1/11/2020,"338,550",163.7,"207,000","214,250"
1/18/2020,"282,088",128.5,"220,000","214,750"
1/25/2020,"229,002",108.1,"212,000","212,750"
2/1/2020,"224,664",111.5,"201,000","210,000"
2/8/2020,"219,601",107.9,"204,000","209,250"
2/15/2020,"209,336",97.4,"215,000","208,000"
2/22/2020,"199,278",90.5,"220,000","210,000"
2/29/2020,"216,982",99.8,"217,000","214,000"
3/7/2020,"200,382",95,"211,000","215,750"
3/14/2020,"251,416",89.3,"282,000","232,500"
3/21/2020,"2,920,162",88.3,"3,307,000","1,004,250"
3/28/2020,"6,015,821",87.6,"6,867,000","2,666,750"
4/4/2020,"6,211,406",93.9,"6,615,000","4,267,750"
4/11/2020,"4,965,046",94.8,"5,237,000","5,506,500"
4/18/2020,"4,281,648",96.4,"4,442,000","5,790,250"
4/25/2020,"3,515,439",90.9,"3,867,000","5,040,250"
5/2/2020,"2,855,561",89.9,"3,176,000","4,180,500"
5/9/2020,"2,356,626",87.7,"2,687,000","3,543,000"
5/16/2020,"2,181,640",89.2,"2,446,000","3,044,000"
5/23/2020,"1,915,138",90.2,"2,123,000","2,608,000"
5/30/2020,"1,620,008",85.4,"1,897,000","2,288,250"
6/6/2020,,99.7,,
6/13/2020,,95,,
6/20/2020,,98.5,,
6/27/2020,,101.3,,
7/4/2020,,106.5,,
7/11/2020,,115.7,,
7/18/2020,,96.8,,
7/25/2020,,84.1,,
8/1/2020,,83,,
8/8/2020,,86.4,,
8/15/2020,,80.6,,
8/22/2020,,81.7,,
8/29/2020,,81.7,,
9/5/2020,,85.4,,
9/12/2020,,74.4,,
9/19/2020,,81.4,,
9/26/2020,,79.7,,
10/3/2020,,85,,
10/10/2020,,93.9,,
10/17/2020,,87.3,,
10/24/2020,,91.6,,
10/31/2020,,94.4,,
11/7/2020,,105.2,,
11/14/2020,,100.5,,
11/21/2020,,117.8,,
11/28/2020,,101.1,,
12/5/2020,,138.5,,
12/12/2020,,119.3,,
12/19/2020,,127.2,,
12/26/2020,,128.2,,
1/2/2021,,154.2,,
1/9/2021,,171.7,,
1/16/2021,,130.5,,
1/23/2021,,110,,
1/30/2021,,114.5,,
2/6/2021,,109.7,,
2/13/2021,,99.5,,
2/20/2021,,90.5,,
2/27/2021,,98.6,,
3/6/2021,,97.5,,
3/13/2021,,90.1,,
3/20/2021,,88.1,,
3/27/2021,,88.3,,
4/3/2021,,87.5,,
