Period,nsa,sf,sa,sa_4week
11/27/1982,574100,94,612000,594250
12/4/1982,709400,127,557000,586250
12/11/1982,638200,120,533000,569750
12/18/1982,598000,116,516000,554500
12/25/1982,653600,134,489000,523750
1/1/1983,745100,140,534000,518000
1/8/1983,976600,192,510000,512250
1/15/1983,773600,161,479000,503000
1/22/1983,650600,136,479000,500500
1/29/1983,597700,119,503000,492750
2/5/1983,594200,119,501000,490500
2/12/1983,525100,108,486000,492250
2/19/1983,506300,104,487000,494250
2/26/1983,448700,93,481000,488750
3/5/1983,497400,100,495000,487250
3/12/1983,459700,97,475000,484500
3/19/1983,427500,91,470000,480250
3/26/1983,422100,88,481000,480250
4/2/1983,423000,86,491000,479250
4/9/1983,509700,103,496000,484500
4/16/1983,464800,90,515000,495750
4/23/1983,431300,88,488000,497500
4/30/1983,399900,82,490000,497250
5/7/1983,435000,88,494000,496750
5/14/1983,385200,83,464000,484000
5/21/1983,380300,83,460000,477000
5/28/1983,373000,82,454000,468000
6/4/1983,351100,76,459000,459250
6/11/1983,390100,88,442000,453750
6/18/1983,369200,85,434000,447250
6/25/1983,383500,87,442000,444250
7/2/1983,397400,94,422000,435000
7/9/1983,451900,110,412000,427500
7/16/1983,459400,116,396000,418000
7/23/1983,428300,109,395000,406250
7/30/1983,383400,92,415000,404500
8/6/1983,382500,92,415000,405250
8/13/1983,382300,84,457000,420500
8/20/1983,356900,80,445000,433000
8/27/1983,323600,76,426000,435750
9/3/1983,328800,80,411000,434750
9/10/1983,288700,72,403000,421250
9/17/1983,326900,81,405000,411250
9/24/1983,324700,78,416000,408750
10/1/1983,318500,77,413000,409250
10/8/1983,390500,96,406000,410000
10/15/1983,319900,81,394000,407250
10/22/1983,354900,90,394000,401750
10/29/1983,356400,88,404000,399500
11/5/1983,398200,101,395000,396750
11/12/1983,347300,89,390000,395750
11/19/1983,431900,112,387000,394000
11/26/1983,362900,91,398000,392500
12/3/1983,458400,126,365000,385000
12/10/1983,442900,120,368000,379500
12/17/1983,414600,115,362000,373250
12/24/1983,496800,132,377000,368000
12/31/1983,558900,150,372000,369750
1/7/1984,621600,175,356000,366750
1/14/1984,637900,182,351000,364000
1/21/1984,475100,143,333000,353000
1/28/1984,448500,123,364000,351000
2/4/1984,408400,119,342000,347500
2/11/1984,381500,113,338000,344250
2/18/1984,349300,104,334000,344500
2/25/1984,329100,96,343000,339250
3/3/1984,350500,101,347000,340500
3/10/1984,344000,100,346000,342500
3/17/1984,323500,93,349000,346250
3/24/1984,317600,92,346000,347000
3/31/1984,291400,85,341000,345500
4/7/1984,390300,102,381000,354250
4/14/1984,330800,93,357000,356250
4/21/1984,326500,90,364000,360750
4/28/1984,309300,82,375000,369250
5/5/1984,318900,87,365000,365250
5/12/1984,312100,85,368000,368000
5/19/1984,294200,83,354000,365500
5/26/1984,292700,83,354000,360250
6/2/1984,268700,76,355000,357750
6/9/1984,333800,90,369000,358000
6/16/1984,309900,86,361000,359750
6/23/1984,316800,88,362000,361750
6/30/1984,329000,91,360000,363000
7/7/1984,432500,118,366000,362250
7/14/1984,435900,121,360000,362000
7/21/1984,396200,111,357000,360750
7/28/1984,343800,96,359000,360500
8/4/1984,348100,91,382000,364500
8/11/1984,328100,86,380000,369500
8/18/1984,321000,80,401000,380500
8/25/1984,303300,77,395000,389500
9/1/1984,303500,79,385000,390250
9/8/1984,289300,72,402000,395750
9/15/1984,320700,82,393000,393750
9/22/1984,313200,79,395000,393750
9/29/1984,304700,76,402000,398000
10/6/1984,373300,93,403000,398250
10/13/1984,353200,86,410000,402500
10/20/1984,378700,86,439000,413500
10/27/1984,380500,90,425000,419250
11/3/1984,413400,98,423000,424250
11/10/1984,397500,101,393000,420000
11/17/1984,370800,97,383000,406000
11/24/1984,387000,90,429000,407000
12/1/1984,494700,124,401000,401500
12/8/1984,477900,125,383000,399000
12/15/1984,443700,115,386000,399750
12/22/1984,482300,127,379000,387250
12/29/1984,527500,139,379000,381750
1/5/1985,568300,154,369000,378250
1/12/1985,770000,199,387000,378500
1/19/1985,537700,150,359000,373500
1/26/1985,478300,130,368000,370750
2/2/1985,452400,117,386000,375000
2/9/1985,473300,118,401000,378500
2/16/1985,404700,104,390000,386250
2/23/1985,379000,97,390000,391750
3/2/1985,377300,101,374000,388750
3/9/1985,389200,101,385000,384750
3/16/1985,360500,93,386000,383750
3/23/1985,346700,93,373000,379500
3/30/1985,329100,85,386000,382500
4/6/1985,398000,98,405000,387500
4/13/1985,397500,97,411000,393750
4/20/1985,351800,90,391000,398250
4/27/1985,324700,84,386000,398250
5/4/1985,335600,86,390000,394500
5/11/1985,339100,86,394000,390250
5/18/1985,324900,83,391000,390250
5/25/1985,328500,83,396000,392750
6/1/1985,293500,75,393000,393500
6/8/1985,368900,92,403000,395750
6/15/1985,339200,87,390000,395500
6/22/1985,339500,88,386000,393000
6/29/1985,349800,90,390000,392250
7/6/1985,409500,104,395000,390250
7/13/1985,481500,125,386000,389250
7/20/1985,413700,112,370000,385250
7/27/1985,358700,99,362000,378250
8/3/1985,365800,90,407000,381250
8/10/1985,358200,89,402000,385250
8/17/1985,319400,80,399000,392500
8/24/1985,314800,78,405000,403250
8/31/1985,317600,78,409000,403750
9/7/1985,304700,72,426000,409750
9/14/1985,332900,82,408000,412000
9/21/1985,317600,79,401000,411000
9/28/1985,301600,76,399000,408500
10/5/1985,355600,88,405000,403250
10/12/1985,358000,89,400000,401250
10/19/1985,331000,83,400000,401000
10/26/1985,375700,90,418000,405750
11/2/1985,375300,94,398000,404000
11/9/1985,404100,102,397000,403250
11/16/1985,380300,96,397000,402500
11/23/1985,423100,111,382000,393500
11/30/1985,384700,98,393000,392250
12/7/1985,504200,126,399000,392750
12/14/1985,443400,116,382000,389000
12/21/1985,458200,124,370000,386000
12/28/1985,548200,141,390000,385250
1/4/1986,547500,151,362000,376000
1/11/1986,803900,203,397000,379750
1/18/1986,568800,156,364000,378250
1/25/1986,395700,115,344000,366750
2/1/1986,425400,117,364000,367250
2/8/1986,438100,120,366000,359500
2/15/1986,374200,105,358000,358000
2/22/1986,382200,98,390000,369500
3/1/1986,381200,102,375000,372250
3/8/1986,371700,102,366000,372250
3/15/1986,361600,95,382000,378250
3/22/1986,363100,94,387000,377500
3/29/1986,333300,84,396000,382750
4/5/1986,366100,96,381000,386500
4/12/1986,386100,99,388000,388000
4/19/1986,348700,91,383000,387000
4/26/1986,335100,86,391000,385750
5/3/1986,333600,85,392000,388500
5/10/1986,343800,87,395000,390250
5/17/1986,319000,83,384000,390500
5/24/1986,321700,83,386000,389250
5/31/1986,278700,75,373000,384500
6/7/1986,342200,91,375000,379500
6/14/1986,324700,88,369000,375750
6/21/1986,327400,89,367000,371000
6/28/1986,336100,91,371000,370500
7/5/1986,377400,102,371000,369500
7/12/1986,456200,126,361000,367500
7/19/1986,402400,114,354000,364250
7/26/1986,370700,103,362000,362000
8/2/1986,370900,89,416000,373250
8/9/1986,376900,91,416000,387000
8/16/1986,326000,80,407000,400250
8/23/1986,310200,78,397000,409000
8/30/1986,307100,77,401000,405250
9/6/1986,283700,71,400000,401250
9/13/1986,320800,82,394000,398000
9/20/1986,315800,79,399000,398500
9/27/1986,294200,76,389000,395500
10/4/1986,328900,84,391000,393250
10/11/1986,357700,92,387000,391500
10/18/1986,313000,81,385000,388000
10/25/1986,332400,90,370000,383250
11/1/1986,334100,92,364000,376500
11/8/1986,357600,102,349000,367000
11/15/1986,347400,94,368000,362750
11/22/1986,410600,111,369000,362500
11/29/1986,350900,96,366000,363000
12/6/1986,462700,128,363000,366500
12/13/1986,438600,117,375000,368250
12/20/1986,423800,121,350000,363500
12/27/1986,483900,140,345000,358250
1/3/1987,483977,150,323000,348250
1/10/1987,710493,204,348000,341500
1/17/1987,545768,160,341000,339250
1/24/1987,412977,119,346000,339500
1/31/1987,435743,118,370000,351250
2/7/1987,444240,121,368000,356250
2/14/1987,359219,106,338000,355500
2/21/1987,332930,98,341000,354250
2/28/1987,355357,102,348000,348750
3/7/1987,343065,102,337000,341000
3/14/1987,321153,96,335000,340250
3/21/1987,313104,94,335000,338750
3/28/1987,288648,88,326000,333250
4/4/1987,308940,94,330000,331500
4/11/1987,344364,102,338000,332250
4/18/1987,305201,88,349000,335750
4/25/1987,285566,87,328000,336250
5/2/1987,277726,84,330000,336250
5/9/1987,276773,88,315000,330500
5/16/1987,283832,83,341000,328500
5/23/1987,286150,83,343000,332250
5/30/1987,242793,75,326000,331250
6/6/1987,299672,92,328000,334500
6/13/1987,281043,89,316000,328250
6/20/1987,285191,89,319000,322250
6/27/1987,294288,90,326000,322250
7/4/1987,321855,99,326000,321750
7/11/1987,402706,127,317000,322000
7/18/1987,361491,117,310000,319750
7/25/1987,339756,105,324000,319250
8/1/1987,309433,89,348000,324750
8/8/1987,296403,91,327000,327250
8/15/1987,256647,80,319000,329500
8/22/1987,245058,79,312000,326500
8/29/1987,243829,76,322000,320000
9/5/1987,255589,81,316000,317250
9/12/1987,210375,71,297000,311750
9/19/1987,243651,79,309000,311000
9/26/1987,242206,77,317000,309750
10/3/1987,244736,81,301000,306000
10/10/1987,291075,95,308000,308750
10/17/1987,242157,80,301000,306750
10/24/1987,271190,90,301000,302750
10/31/1987,261036,90,289000,299750
11/7/1987,306340,103,297000,297000
11/14/1987,286334,93,307000,298500
11/21/1987,354037,112,317000,302500
11/28/1987,288614,94,306000,306750
12/5/1987,412297,129,319000,312250
12/12/1987,372869,118,317000,314750
12/19/1987,384763,119,323000,316250
12/26/1987,397287,126,316000,318750
1/2/1988,465503,148,315000,317750
1/9/1988,654620,202,325000,319750
1/16/1988,577975,160,361000,329250
1/23/1988,412685,123,335000,334000
1/30/1988,394776,116,342000,340750
2/6/1988,380906,120,318000,339000
2/13/1988,334833,108,311000,326500
2/20/1988,315497,97,327000,324500
2/27/1988,324517,102,319000,318750
3/5/1988,312409,102,307000,316000
3/12/1988,294321,97,304000,314250
3/19/1988,275545,90,307000,309250
3/26/1988,269000,89,304000,305500
4/2/1988,256607,83,309000,306000
4/9/1988,319713,102,313000,308250
4/16/1988,273160,87,314000,310000
4/23/1988,272440,87,312000,312000
4/30/1988,247619,79,313000,313000
5/7/1988,267315,86,309000,312000
5/14/1988,257101,82,314000,312000
5/21/1988,259640,81,319000,313750
5/28/1988,255852,82,313000,313750
6/4/1988,235308,76,310000,314000
6/11/1988,268052,88,305000,311750
6/18/1988,264100,85,311000,309750
6/25/1988,268770,88,307000,308250
7/2/1988,290079,95,305000,307000
7/9/1988,335780,111,303000,306500
7/16/1988,377872,120,315000,307500
7/23/1988,384920,109,354000,319250
7/30/1988,311475,94,331000,325750
8/6/1988,293718,93,316000,329000
8/13/1988,261066,84,312000,328250
8/20/1988,253359,80,316000,318750
8/27/1988,241809,77,315000,314750
9/3/1988,243944,80,306000,312250
9/10/1988,220226,72,305000,310500
9/17/1988,247250,81,306000,308000
9/24/1988,236230,79,301000,304500
10/1/1988,226453,78,292000,301000
10/8/1988,276732,95,292000,297750
10/15/1988,237722,81,293000,294500
10/22/1988,264201,92,286000,290750
10/29/1988,265794,90,294000,291250
11/5/1988,293412,103,285000,289500
11/12/1988,257201,91,284000,287250
11/19/1988,335818,114,294000,289250
11/26/1988,281841,94,299000,290500
12/3/1988,391406,132,298000,293750
12/10/1988,354028,124,285000,294000
12/17/1988,354768,121,293000,293750
12/24/1988,413175,144,286000,290500
12/31/1988,474226,156,304000,292000
1/7/1989,544138,182,299000,295500
1/14/1989,519727,183,283000,293000
1/21/1989,364499,129,282000,292000
1/28/1989,361331,123,295000,289750
2/4/1989,340647,118,288000,287000
2/11/1989,365301,114,322000,296750
2/18/1989,317676,104,305000,302500
2/25/1989,288690,96,300000,303750
3/4/1989,333669,103,325000,313000
3/11/1989,325019,100,325000,313750
3/18/1989,291112,91,319000,317250
3/25/1989,276369,87,319000,322000
4/1/1989,275799,85,323000,321500
4/8/1989,321723,103,314000,318750
4/15/1989,275240,90,307000,315750
4/22/1989,271002,89,304000,312000
4/29/1989,247646,80,311000,309000
5/6/1989,275425,86,320000,310500
5/13/1989,275507,83,332000,316750
5/20/1989,260543,81,321000,321000
5/27/1989,266146,82,325000,324500
6/3/1989,243246,75,325000,325750
6/10/1989,295499,89,332000,325750
6/17/1989,285589,85,337000,329750
6/24/1989,295338,88,338000,333000
7/1/1989,319577,92,349000,339000
7/8/1989,364594,107,341000,341250
7/15/1989,423847,122,349000,344250
7/22/1989,365026,110,332000,342750
7/29/1989,320773,95,337000,339750
8/5/1989,311584,92,338000,339000
8/12/1989,291429,86,341000,337000
8/19/1989,261419,80,327000,335750
8/26/1989,254488,77,332000,334500
9/2/1989,259540,79,329000,332250
9/9/1989,239989,72,336000,331000
9/16/1989,271903,81,334000,332750
9/23/1989,262895,79,334000,333250
9/30/1989,265310,76,347000,337750
10/7/1989,375972,92,407000,355500
10/14/1989,284584,83,345000,358250
10/21/1989,315473,91,347000,361500
10/28/1989,317538,90,354000,363250
11/4/1989,336759,101,333000,344750
11/11/1989,303556,90,336000,342500
11/18/1989,377814,113,336000,339750
11/25/1989,316458,93,342000,336750
12/2/1989,443684,129,344000,339500
12/9/1989,426514,126,338000,340000
12/16/1989,420795,119,355000,344750
12/23/1989,534261,140,381000,354500
12/30/1989,515926,144,358000,358000
1/6/1990,581679,164,355000,362250
1/13/1990,730995,198,369000,365750
1/20/1990,485424,130,375000,364250
1/27/1990,440748,128,345000,361000
2/3/1990,432922,118,368000,364250
2/10/1990,429764,117,367000,363750
2/17/1990,364616,105,348000,357000
2/24/1990,341969,98,350000,358250
3/3/1990,361937,103,351000,354000
3/10/1990,355935,102,349000,349500
3/17/1990,325164,93,349000,349750
3/24/1990,306391,93,331000,345000
3/31/1990,297117,86,346000,343750
4/7/1990,372079,101,367000,348250
4/14/1990,315624,89,357000,350250
4/21/1990,324936,90,360000,357500
4/28/1990,294785,81,363000,361750
5/5/1990,304160,86,354000,358500
5/12/1990,299266,84,355000,358000
5/19/1990,287082,81,353000,356250
5/26/1990,295476,82,359000,355250
6/2/1990,273910,74,368000,358750
6/9/1990,321727,90,359000,359750
6/16/1990,305690,85,359000,361250
6/23/1990,316999,88,362000,362000
6/30/1990,326407,90,364000,361000
7/7/1990,419256,116,362000,361750
7/14/1990,448952,122,367000,363750
7/21/1990,407676,110,370000,365750
7/28/1990,353149,96,369000,367000
8/4/1990,336997,91,369000,368750
8/11/1990,330678,87,381000,372250
8/18/1990,313804,80,393000,378000
8/25/1990,302267,77,394000,384250
9/1/1990,305510,78,392000,390000
9/8/1990,277768,71,390000,392250
9/15/1990,323246,82,395000,392750
9/22/1990,306549,79,389000,391500
9/29/1990,308080,76,404000,394500
10/6/1990,361538,90,404000,398000
10/13/1990,356203,84,422000,404750
10/20/1990,387444,89,435000,416250
10/27/1990,394598,90,440000,425250
11/3/1990,424771,99,430000,431750
11/10/1990,463874,104,448000,438250
11/17/1990,433003,97,447000,441250
11/24/1990,422676,91,462000,446750
12/1/1990,568583,126,451000,452000
12/8/1990,574323,128,449000,452250
12/15/1990,523403,117,447000,452250
12/22/1990,637449,134,474000,455250
12/29/1990,649471,143,454000,456000
1/5/1991,651775,157,415000,447500
1/12/1991,872742,200,437000,445000
1/19/1991,691092,155,445000,437750
1/26/1991,511360,111,462000,439750
2/2/1991,563060,117,483000,456750
2/9/1991,574760,120,480000,467500
2/16/1991,498200,105,474000,474750
2/23/1991,492325,99,499000,484000
3/2/1991,504023,103,488000,485250
3/9/1991,514410,103,499000,490000
3/16/1991,470801,95,498000,496000
3/23/1991,477877,94,509000,498500
3/30/1991,412904,83,499000,501250
4/6/1991,448082,99,452000,489500
4/13/1991,459364,96,477000,484250
4/20/1991,433912,91,478000,476500
4/27/1991,385153,83,462000,467250
5/4/1991,384458,85,451000,467000
5/11/1991,382113,86,446000,459250
5/18/1991,366492,82,448000,451750
5/25/1991,365117,83,443000,447000
6/1/1991,320632,74,432000,442250
6/8/1991,397682,90,441000,441000
6/15/1991,369074,86,429000,436250
6/22/1991,371232,88,423000,431250
6/29/1991,370372,89,418000,427750
7/6/1991,427161,101,422000,423000
7/13/1991,517888,123,420000,420750
7/20/1991,454655,111,408000,417000
7/27/1991,408098,96,423000,418250
8/3/1991,397522,91,438000,422250
8/10/1991,385740,88,437000,426500
8/17/1991,344969,80,433000,432750
8/24/1991,329287,77,425000,433250
8/31/1991,328040,77,425000,430000
9/7/1991,302187,71,424000,426750
9/14/1991,342419,82,418000,423000
9/21/1991,333110,80,419000,421500
9/28/1991,334206,76,437000,424500
10/5/1991,366862,87,424000,424500
10/12/1991,388370,91,425000,426250
10/19/1991,344189,82,419000,426250
10/26/1991,380253,90,423000,422750
11/2/1991,427789,96,447000,428500
11/9/1991,473432,104,453000,435500
11/16/1991,417766,95,439000,440500
11/23/1991,503032,113,444000,445750
11/30/1991,433180,98,444000,445000
12/7/1991,610113,128,475000,450500
12/14/1991,554059,117,475000,459500
12/21/1991,555747,128,436000,457500
12/28/1991,625772,142,441000,456750
1/4/1992,652046,151,432000,446000
1/11/1992,882118,201,440000,437250
1/18/1992,687914,155,443000,439000
1/25/1992,504838,115,441000,439000
2/1/1992,508594,116,440000,441000
2/8/1992,537238,121,445000,442250
2/15/1992,469794,105,446000,443000
2/22/1992,429723,99,436000,441750
2/29/1992,454987,103,444000,442750
3/7/1992,434426,103,421000,436750
3/14/1992,417282,96,437000,434500
3/21/1992,413180,94,440000,435500
3/28/1992,370883,88,420000,429500
4/4/1992,393384,96,412000,427250
4/11/1992,412948,100,413000,421250
4/18/1992,366621,87,424000,417250
4/25/1992,364454,86,424000,418250
5/2/1992,363794,84,431000,423000
5/9/1992,364100,87,417000,424000
5/16/1992,341425,82,414000,421500
5/23/1992,343432,83,414000,419000
5/30/1992,305080,74,411000,414000
6/6/1992,374978,90,416000,413750
6/13/1992,369067,88,420000,415250
6/20/1992,369995,88,419000,416500
6/27/1992,370373,88,420000,418750
7/4/1992,395505,97,407000,416500
7/11/1992,506050,124,408000,413500
7/18/1992,452468,115,392000,406750
7/25/1992,554590,98,564000,442750
8/1/1992,382138,90,423000,446750
8/8/1992,366092,90,406000,446250
8/15/1992,322729,81,401000,448500
8/22/1992,312436,79,398000,407000
8/29/1992,309806,76,408000,403250
9/5/1992,339006,82,416000,405750
9/12/1992,299189,72,416000,409500
9/19/1992,345093,81,427000,416750
9/26/1992,315455,77,409000,417000
10/3/1992,326938,82,398000,412500
10/10/1992,353504,95,374000,402000
10/17/1992,310235,81,385000,391500
10/24/1992,333005,91,367000,381000
10/31/1992,331922,91,365000,372750
11/7/1992,392213,105,374000,372750
11/14/1992,348011,92,377000,370750
11/21/1992,401972,113,357000,368250
11/28/1992,317218,93,341000,362250
12/5/1992,449726,129,350000,356250
12/12/1992,424677,118,359000,351750
12/19/1992,396619,119,334000,346000
12/26/1992,392612,126,313000,339000
1/2/1993,487466,143,341000,336750
1/9/1993,704930,199,354000,335500
1/16/1993,558516,159,352000,340000
1/23/1993,410944,120,341000,347000
1/30/1993,397000,117,340000,346750
2/6/1993,384707,121,319000,338000
2/13/1993,344520,107,321000,330250
2/20/1993,345116,98,351000,332750
2/27/1993,367412,102,362000,338250
3/6/1993,364185,103,354000,347000
3/13/1993,335154,97,346000,353250
3/20/1993,315473,93,338000,350000
3/27/1993,330512,90,366000,351000
4/3/1993,331871,91,365000,353750
4/10/1993,346648,98,353000,355500
4/17/1993,321564,92,351000,358750
4/24/1993,310916,89,350000,354750
5/1/1993,285098,83,343000,349250
5/8/1993,301906,89,339000,345750
5/15/1993,287944,83,345000,344250
5/22/1993,285444,84,342000,342250
5/29/1993,291206,84,349000,343750
6/5/1993,273411,80,343000,344750
6/12/1993,308535,90,343000,344250
6/19/1993,304843,88,345000,345000
6/26/1993,301549,89,340000,342750
7/3/1993,334335,100,334000,340500
7/10/1993,362425,115,314000,333250
7/17/1993,402348,120,335000,330750
7/24/1993,418260,101,415000,349500
7/31/1993,320155,90,356000,355000
8/7/1993,314579,91,346000,363000
8/14/1993,277263,82,339000,364000
8/21/1993,270913,79,342000,345750
8/28/1993,254231,76,337000,341000
9/4/1993,270528,81,334000,338000
9/11/1993,238902,72,333000,336500
9/18/1993,280903,81,346000,337500
9/25/1993,265510,77,343000,339000
10/2/1993,263636,79,333000,338750
10/9/1993,338726,95,355000,344250
10/16/1993,288699,81,359000,347500
10/23/1993,321509,91,354000,350250
10/30/1993,309359,89,348000,354000
11/6/1993,365280,105,350000,352750
11/13/1993,310455,91,341000,348250
11/20/1993,377935,113,336000,343750
11/27/1993,306788,91,337000,341000
12/4/1993,431210,128,337000,337750
12/11/1993,398560,119,334000,336000
12/18/1993,382583,116,331000,334750
12/25/1993,398084,137,290000,323000
1/1/1994,481735,141,341000,324000
1/8/1994,676076,197,343000,326250
1/15/1994,571816,161,355000,332250
1/22/1994,427570,122,351000,347500
1/29/1994,481458,119,406000,363750
2/5/1994,429800,119,361000,368250
2/12/1994,385594,109,354000,368000
2/19/1994,368626,105,352000,368250
2/26/1994,307194,94,327000,348500
3/5/1994,355250,102,348000,345250
3/12/1994,331023,97,341000,342000
3/19/1994,308038,93,332000,337000
3/26/1994,292661,91,322000,335750
4/2/1994,289631,85,342000,334250
4/9/1994,361348,104,349000,336250
4/16/1994,327166,92,354000,341750
4/23/1994,298620,90,331000,344000
4/30/1994,285837,83,344000,344500
5/7/1994,332414,90,371000,350000
5/14/1994,303190,84,360000,351500
5/21/1994,299324,84,357000,358000
5/28/1994,291797,84,348000,359000
6/4/1994,273849,79,345000,352500
6/11/1994,309033,92,338000,347000
6/18/1994,298198,89,336000,341750
6/25/1994,305863,90,341000,340000
7/2/1994,327262,98,334000,337250
7/9/1994,394428,116,341000,338000
7/16/1994,443698,124,359000,343750
7/23/1994,354495,103,345000,344750
7/30/1994,295979,89,332000,344250
8/6/1994,304363,90,338000,343500
8/13/1994,277614,83,335000,337500
8/20/1994,262131,79,331000,334000
8/27/1994,257299,76,341000,336250
9/3/1994,270561,80,339000,336500
9/10/1994,237526,72,331000,335500
9/17/1994,264553,81,326000,334250
9/24/1994,251191,77,325000,330250
10/1/1994,255588,77,330000,328000
10/8/1994,322522,95,341000,330500
10/15/1994,272742,81,335000,332750
10/22/1994,296646,90,330000,334000
10/29/1994,291557,88,331000,334250
11/5/1994,338561,103,328000,331000
11/12/1994,298030,91,329000,329500
11/19/1994,366719,113,326000,328500
11/26/1994,295729,90,329000,328000
12/3/1994,412824,128,324000,327000
12/10/1994,397238,121,329000,327000
12/17/1994,376210,114,330000,328000
12/24/1994,423387,135,314000,324250
12/31/1994,482735,151,319000,323000
1/7/1995,612648,181,338000,325250
1/14/1995,608872,176,347000,329500
1/21/1995,400772,123,325000,332250
1/28/1995,396457,123,324000,333500
2/4/1995,381813,118,324000,330000
2/11/1995,387408,111,348000,330250
2/18/1995,356237,104,343000,334750
2/25/1995,316927,94,336000,337750
3/4/1995,342015,101,339000,341500
3/11/1995,339580,98,347000,341250
3/18/1995,319218,93,343000,341250
3/25/1995,305471,92,332000,340250
4/1/1995,294031,88,335000,339250
4/8/1995,356914,103,347000,339250
4/15/1995,318030,90,355000,342250
4/22/1995,317072,91,349000,346500
4/29/1995,305594,84,365000,354000
5/6/1995,325398,89,364000,358250
5/13/1995,311646,85,366000,361000
5/20/1995,316305,84,377000,368000
5/27/1995,314442,84,374000,370250
6/3/1995,286566,79,362000,369750
6/10/1995,340606,93,367000,370000
6/17/1995,337812,89,378000,370250
6/24/1995,324411,91,358000,366250
7/1/1995,341207,96,355000,364500
7/8/1995,428632,115,372000,365750
7/15/1995,491891,126,389000,368500
7/22/1995,409319,105,390000,376500
7/29/1995,311708,89,351000,375500
8/5/1995,310703,89,351000,370250
8/12/1995,296712,84,353000,361250
8/19/1995,286017,79,362000,354250
8/26/1995,272182,76,359000,356250
9/2/1995,278703,79,355000,357250
9/9/1995,266145,72,371000,361750
9/16/1995,304323,81,376000,365250
9/23/1995,272431,77,353000,363750
9/30/1995,269067,76,355000,363750
10/7/1995,345311,92,374000,364500
10/14/1995,306465,83,369000,362750
10/21/1995,322856,88,366000,366000
10/28/1995,332061,88,377000,371500
11/4/1995,383687,101,380000,373000
11/11/1995,335181,91,370000,373250
11/18/1995,425889,112,379000,376500
11/25/1995,336269,89,379000,377000
12/2/1995,474548,127,373000,375250
12/9/1995,421109,122,346000,369250
12/16/1995,423450,114,373000,367750
12/23/1995,490349,131,374000,366500
12/30/1995,513686,143,359000,363000
1/6/1996,596010,165,361000,366750
1/13/1996,637910,192,333000,356750
1/20/1996,510820,123,415000,367000
1/27/1996,492966,127,387000,374000
2/3/1996,433693,116,374000,377250
2/10/1996,440961,114,387000,390750
2/17/1996,395332,103,383000,382750
2/24/1996,347053,95,365000,377250
3/2/1996,368044,100,368000,375750
3/9/1996,355818,99,361000,369250
3/16/1996,357070,93,384000,369500
3/23/1996,396731,93,426000,384750
3/30/1996,342023,87,393000,391000
4/6/1996,353032,96,369000,393000
4/13/1996,343654,96,357000,386250
4/20/1996,336033,91,368000,371750
4/27/1996,291957,85,343000,359250
5/4/1996,298195,88,338000,351500
5/11/1996,303532,86,352000,350250
5/18/1996,287891,84,345000,344500
5/25/1996,287622,84,343000,344500
6/1/1996,266116,78,340000,345000
6/8/1996,329099,94,351000,344750
6/15/1996,307141,90,342000,344000
6/22/1996,312226,92,341000,343500
6/29/1996,315615,94,337000,342750
7/6/1996,382989,112,342000,340500
7/13/1996,449510,130,347000,341750
7/20/1996,360385,109,332000,339500
7/27/1996,294762,90,327000,337000
8/3/1996,283216,87,326000,333000
8/10/1996,285795,86,331000,329000
8/17/1996,265742,79,336000,330000
8/24/1996,259677,77,337000,332500
8/31/1996,251425,77,329000,333250
9/7/1996,238893,72,333000,333750
9/14/1996,272464,81,338000,334250
9/21/1996,273232,78,352000,338000
9/28/1996,261251,75,348000,342750
10/5/1996,292029,87,335000,343250
10/12/1996,306521,92,334000,342250
10/19/1996,271934,81,335000,338000
10/26/1996,311965,89,352000,339000
11/2/1996,320827,96,334000,338750
11/9/1996,340240,104,327000,337000
11/16/1996,330730,97,342000,338750
11/23/1996,383512,111,347000,337500
11/30/1996,328186,99,332000,337000
12/7/1996,444305,125,355000,344000
12/14/1996,404436,115,352000,346500
12/21/1996,429566,123,350000,347250
12/28/1996,520650,146,357000,353500
1/4/1997,541210,156,347000,351500
1/11/1997,654473,202,324000,344500
1/18/1997,513913,149,345000,343250
1/25/1997,385310,113,340000,339000
2/1/1997,380099,114,333000,335500
2/8/1997,370766,118,315000,333250
2/15/1997,320374,102,313000,325250
2/22/1997,309202,96,322000,320750
3/1/1997,317339,99,321000,317750
3/8/1997,314787,99,317000,318250
3/15/1997,296698,93,319000,319750
3/22/1997,291463,93,315000,318000
3/29/1997,268823,83,325000,319000
4/5/1997,311186,96,325000,321000
4/12/1997,329663,100,330000,323750
4/19/1997,286593,91,316000,324000
4/26/1997,295166,88,337000,327000
5/3/1997,295629,86,342000,331250
5/10/1997,278052,88,318000,328250
5/17/1997,267251,83,322000,329750
5/24/1997,264697,84,316000,324500
5/31/1997,248167,77,321000,319250
6/7/1997,309928,94,329000,322000
6/14/1997,302577,90,335000,325250
6/21/1997,290720,92,316000,325250
6/28/1997,298299,93,322000,325500
7/5/1997,372574,108,346000,329750
7/12/1997,434598,132,328000,328000
7/19/1997,339250,113,301000,324250
7/26/1997,281794,92,306000,320250
8/2/1997,273471,86,320000,313750
8/9/1997,289083,88,329000,314000
8/16/1997,272910,80,343000,324500
8/23/1997,255236,78,327000,329750
8/30/1997,250205,75,332000,332750
9/6/1997,224948,72,313000,328750
9/13/1997,253456,81,314000,321500
9/20/1997,246061,78,317000,319000
9/27/1997,237214,75,317000,315250
10/4/1997,260705,84,311000,314750
