Period,nsa,sf,sa,sa_4week
10/11/1997,286436,94,305000,312500
10/18/1997,255634,80,318000,312750
10/25/1997,272593,89,306000,310000
11/1/1997,293086,94,313000,310500
11/8/1997,322842,105,308000,311250
11/15/1997,311499,96,325000,313000
11/22/1997,341845,111,309000,313750
11/29/1997,309788,97,318000,315000
12/6/1997,402699,127,317000,317250
12/13/1997,374107,116,323000,316750
12/20/1997,368823,119,310000,317000
12/27/1997,445345,147,303000,313250
1/3/1998,479854,154,312000,312000
1/10/1998,682016,206,331000,314000
1/17/1998,512837,151,341000,321750
1/24/1998,355092,116,307000,322750
1/31/1998,357976,114,315000,323500
2/7/1998,368113,118,311000,318500
2/14/1998,328354,102,321000,313500
2/21/1998,313367,96,327000,318500
2/28/1998,313480,99,317000,319000
3/7/1998,305542,99,308000,318250
3/14/1998,298302,94,319000,317750
3/21/1998,293692,92,321000,316250
3/28/1998,272808,88,312000,315000
4/4/1998,288484,92,312000,316000
4/11/1998,294014,97,304000,312250
4/18/1998,288059,91,317000,311250
4/25/1998,278220,89,311000,311000
5/2/1998,261089,86,304000,309000
5/9/1998,270108,88,306000,309500
5/16/1998,262107,83,315000,309000
5/23/1998,259125,84,309000,308500
5/30/1998,248550,77,322000,313000
6/6/1998,289495,95,306000,313000
6/13/1998,293195,91,321000,314500
6/20/1998,322017,92,349000,324500
6/27/1998,348842,93,376000,338000
7/4/1998,379734,105,362000,352000
7/11/1998,428977,134,320000,351750
7/18/1998,364767,116,315000,343250
7/25/1998,314782,94,335000,333000
8/1/1998,277621,85,327000,324250
8/8/1998,279621,88,316000,323250
8/15/1998,246823,80,308000,321500
8/22/1998,237999,79,302000,313250
8/29/1998,233516,75,310000,309000
9/5/1998,255938,82,313000,308250
9/12/1998,217454,72,304000,307250
9/19/1998,237609,78,305000,308000
9/26/1998,220668,75,294000,304000
10/3/1998,246284,82,302000,301250
10/10/1998,300862,95,316000,304250
10/17/1998,257172,81,318000,307500
10/24/1998,275574,89,309000,311250
10/31/1998,281932,92,308000,312750
11/7/1998,332611,105,316000,312750
11/14/1998,315504,95,334000,316750
11/21/1998,338501,111,304000,315500
11/28/1998,295041,95,310000,316000
12/5/1998,421605,130,326000,318500
12/12/1998,355872,117,305000,311250
12/19/1998,344452,116,297000,309500
12/26/1998,442200,132,336000,316000
1/2/1999,508983,154,331000,317250
1/9/1999,713805,207,345000,327250
1/16/1999,514082,152,339000,337750
1/23/1999,364737,117,311000,331500
1/30/1999,349733,115,305000,325000
2/6/1999,344947,119,291000,311500
2/13/1999,320679,103,312000,304750
2/20/1999,286130,95,302000,302500
2/27/1999,297918,99,301000,301500
3/6/1999,297325,99,300000,303750
3/13/1999,289813,94,308000,302750
3/20/1999,275453,90,305000,303500
3/27/1999,260817,88,298000,302750
4/3/1999,263516,85,310000,305250
4/10/1999,327621,103,319000,308000
4/17/1999,286018,91,314000,310250
4/24/1999,263835,91,291000,308500
5/1/1999,252190,85,296000,305000
5/8/1999,274268,89,310000,302750
5/15/1999,251063,84,301000,299500
5/22/1999,250360,84,298000,301250
5/29/1999,260517,86,303000,303000
6/5/1999,256922,85,303000,301250
6/12/1999,267582,92,290000,298500
6/19/1999,267825,92,292000,297000
6/26/1999,269755,93,291000,294000
7/3/1999,303758,106,287000,290000
7/10/1999,364078,126,288000,289500
7/17/1999,369123,119,309000,293750
7/24/1999,293348,96,306000,297500
7/31/1999,254195,85,300000,300750
8/7/1999,259805,88,295000,302500
8/14/1999,236658,81,292000,298250
8/21/1999,226061,79,286000,293250
8/28/1999,219278,76,290000,290750
9/4/1999,235849,81,290000,289500
9/11/1999,204302,73,281000,286750
9/18/1999,219070,78,281000,285500
9/25/1999,232486,76,306000,289500
10/2/1999,246445,80,309000,294250
10/9/1999,278925,96,291000,296750
10/16/1999,234580,82,287000,298250
10/23/1999,250864,90,280000,291750
10/30/1999,257767,90,285000,285750
11/6/1999,297136,105,282000,283500
11/13/1999,262607,94,281000,282000
11/20/1999,309248,112,276000,281000
11/27/1999,268255,93,288000,281750
12/4/1999,378735,132,287000,283000
12/11/1999,318175,117,272000,280750
12/18/1999,329649,115,287000,283500
12/25/1999,377695,141,268000,278500
1/1/2000,439912,154,286000,278250
1/8/2000,606897,204,298000,284750
1/15/2000,442494,153,289000,285250
1/22/2000,328841,116,284000,289250
1/29/2000,332740,117,285000,289000
2/5/2000,365245,117,312000,292500
2/12/2000,311897,104,300000,295250
2/19/2000,281256,99,283000,295000
2/26/2000,258962,92,280000,293750
3/4/2000,283024,99,286000,287250
3/11/2000,255109,95,270000,279750
3/18/2000,242139,90,271000,276750
3/25/2000,239835,88,272000,274750
4/1/2000,229520,86,266000,269750
4/8/2000,274130,102,268000,269250
4/15/2000,237218,92,259000,266250
4/22/2000,240266,88,274000,266750
4/29/2000,249458,86,291000,273000
5/6/2000,259546,89,293000,279250
5/13/2000,231706,84,276000,283500
5/20/2000,234599,84,280000,285000
5/27/2000,239836,86,280000,282250
6/3/2000,242991,84,290000,281500
6/10/2000,267752,94,284000,283500
6/17/2000,265617,90,294000,287000
6/24/2000,273344,92,296000,291000
7/1/2000,280979,100,281000,288750
7/8/2000,363793,124,293000,291000
7/15/2000,377982,125,303000,293250
7/22/2000,296255,99,300000,294250
7/29/2000,253466,85,298000,298500
8/5/2000,266151,87,306000,301750
8/12/2000,261358,83,315000,304750
8/19/2000,251844,79,318000,309250
8/26/2000,239030,77,312000,312750
9/2/2000,242375,80,301000,311500
9/9/2000,229954,74,309000,310000
9/16/2000,245991,79,311000,308250
9/23/2000,222219,77,288000,302250
9/30/2000,227249,78,292000,300000
10/7/2000,292784,95,309000,300000
10/14/2000,255082,85,299000,297000
10/21/2000,263445,89,295000,298750
10/28/2000,269489,90,301000,301000
11/4/2000,342414,103,331000,306500
11/11/2000,294727,93,318000,311250
11/18/2000,374160,113,332000,320500
11/25/2000,321859,90,356000,334250
12/2/2000,447262,133,338000,336000
12/9/2000,390088,121,321000,336750
12/16/2000,402476,114,354000,342250
12/23/2000,481720,133,364000,344250
12/30/2000,568973,161,353000,348000
1/6/2001,558768,166,337000,352000
1/13/2001,599562,188,318000,343000
1/20/2001,398188,116,343000,337750
1/27/2001,447386,124,362000,340000
2/3/2001,424696,113,376000,349750
2/10/2001,396151,108,365000,361500
2/17/2001,345841,97,358000,365250
2/24/2001,357591,93,386000,371250
3/3/2001,379286,99,384000,373250
3/10/2001,377210,96,393000,380250
3/17/2001,351497,90,393000,389000
3/24/2001,334747,89,378000,387000
3/31/2001,328576,85,388000,388000
4/7/2001,397282,100,398000,389250
4/14/2001,346981,91,383000,386750
4/21/2001,369745,92,400000,392250
4/28/2001,353831,87,406000,396750
5/5/2001,336319,88,381000,392500
5/12/2001,331765,85,390000,394250
5/19/2001,338374,84,402000,394750
5/26/2001,346231,85,405000,394500
6/2/2001,335765,83,406000,400750
6/9/2001,397015,97,411000,406000
6/16/2001,354526,90,394000,404000
6/23/2001,351770,92,381000,398000
6/30/2001,375885,95,394000,395000
7/7/2001,526826,131,401000,392500
7/14/2001,524139,129,405000,395250
7/21/2001,406038,102,398000,399500
7/28/2001,332957,86,388000,398000
8/4/2001,341660,85,401000,398000
8/11/2001,333042,85,394000,395250
8/18/2001,317046,79,402000,396250
8/25/2001,307850,78,395000,398000
9/1/2001,319016,79,402000,398250
9/8/2001,309567,76,408000,401750
9/15/2001,317245,80,395000,400000
9/22/2001,353611,78,453000,414500
9/29/2001,400400,78,517000,443250
10/6/2001,441754,93,476000,460250
10/13/2001,426881,89,482000,482000
10/20/2001,429542,89,482000,489250
10/27/2001,436901,90,483000,480750
11/3/2001,443971,101,440000,471750
11/10/2001,456366,107,428000,458250
11/17/2001,420259,97,431000,445500
11/24/2001,438893,89,491000,447500
12/1/2001,605916,130,465000,453750
12/8/2001,491836,125,393000,445000
12/15/2001,440906,113,389000,434500
12/22/2001,529570,127,416000,415750
12/29/2001,647045,154,421000,404750
1/5/2002,637343,160,397000,405750
1/12/2002,799246,191,418000,413000
1/19/2002,558297,138,405000,410250
1/26/2002,431690,104,414000,408500
2/2/2002,445552,110,404000,410250
2/9/2002,438611,110,397000,405000
2/16/2002,376573,95,397000,403000
2/23/2002,367504,92,398000,399000
3/2/2002,385272,98,392000,396000
3/9/2002,386992,97,399000,396500
3/16/2002,352045,90,392000,395250
3/23/2002,366372,88,415000,399500
3/30/2002,386296,81,479000,421250
4/6/2002,432384,97,445000,432750
4/13/2002,428834,97,442000,445250
4/20/2002,385151,93,416000,445500
4/27/2002,367350,89,414000,429250
5/4/2002,362681,89,409000,420250
5/11/2002,358286,87,413000,413000
5/18/2002,348887,85,411000,411750
5/25/2002,346439,86,403000,409000
6/1/2002,309183,82,378000,401250
6/8/2002,378613,98,388000,395000
6/15/2002,356096,90,396000,391250
6/22/2002,358959,93,388000,387500
6/29/2002,358658,93,386000,389500
7/6/2002,456716,117,391000,390250
7/13/2002,506718,132,384000,387250
7/20/2002,394586,104,379000,385000
7/27/2002,338441,87,390000,386000
8/3/2002,326356,84,388000,385250
8/10/2002,332673,86,389000,386500
8/17/2002,313869,79,399000,391500
8/24/2002,314852,79,398000,393500
8/31/2002,310864,79,394000,395000
9/7/2002,318361,77,416000,401750
9/14/2002,337577,82,412000,405000
9/21/2002,317264,79,401000,405750
9/28/2002,319063,78,409000,409500
10/5/2002,365613,91,404000,406500
10/12/2002,385689,95,405000,404750
10/19/2002,349927,85,412000,407500
10/26/2002,375591,92,409000,407500
11/2/2002,397346,98,405000,407750
11/9/2002,427078,107,400000,406500
11/16/2002,372829,96,389000,400750
11/23/2002,436549,112,390000,396000
11/30/2002,385788,102,377000,389000
12/7/2002,547430,129,425000,395250
12/14/2002,486258,113,429000,405250
12/21/2002,483449,123,394000,406250
12/28/2002,620929,152,409000,414250
1/4/2003,620004,158,393000,406250
1/11/2003,724111,192,378000,393500
1/18/2003,542563,135,402000,395500
1/25/2003,434888,107,407000,395000
2/1/2003,449286,109,413000,400000
2/8/2003,439520,113,390000,403000
2/15/2003,398291,95,420000,407500
2/22/2003,387536,92,421000,411000
3/1/2003,429782,99,436000,416750
3/8/2003,414568,98,424000,425250
3/15/2003,389909,91,430000,427750
3/22/2003,361492,88,411000,425250
3/29/2003,371692,85,436000,425250
4/5/2003,394160,95,417000,423500
4/12/2003,434911,100,434000,424500
4/19/2003,399180,89,450000,434250
4/26/2003,401342,90,444000,436250
5/3/2003,377383,88,428000,439000
5/10/2003,364287,87,417000,434750
5/17/2003,362276,85,425000,428500
5/24/2003,359500,86,419000,422250
5/31/2003,351890,82,431000,423000
6/7/2003,421190,98,429000,426000
6/14/2003,383371,91,421000,425000
6/21/2003,376560,92,408000,422250
6/28/2003,394214,92,429000,421750
7/5/2003,483401,112,433000,422750
7/12/2003,552621,134,412000,420500
7/19/2003,429381,107,403000,419250
7/26/2003,348382,88,398000,411500
8/2/2003,333770,83,401000,403500
8/9/2003,348207,86,404000,401500
8/16/2003,312087,79,398000,400250
8/23/2003,313058,80,391000,398500
8/30/2003,319362,79,407000,400000
9/6/2003,322501,77,422000,404500
9/13/2003,328414,83,394000,403500
9/20/2003,301217,80,379000,400500
9/27/2003,304968,79,387000,395500
10/4/2003,337880,88,386000,386500
10/11/2003,368876,98,376000,382000
10/18/2003,328572,85,387000,384000
10/25/2003,352117,93,379000,382000
11/1/2003,345573,95,363000,376250
11/8/2003,397387,107,371000,375000
11/15/2003,347719,94,370000,370750
11/22/2003,397990,113,354000,364500
11/29/2003,357811,100,357000,363000
12/6/2003,486202,132,367000,362000
12/13/2003,412627,114,363000,360250
12/20/2003,424192,120,354000,360250
12/27/2003,516493,148,349000,358250
1/3/2004,552815,155,356000,355500
1/10/2004,677897,192,354000,353250
1/17/2004,490763,136,362000,355250
1/24/2004,382262,108,353000,356250
1/31/2004,406298,108,376000,361250
2/7/2004,433234,114,380000,367750
2/14/2004,341634,96,356000,366250
2/21/2004,328171,91,359000,367750
2/28/2004,342140,98,348000,360750
3/6/2004,339007,99,344000,351750
3/13/2004,312067,92,338000,347250
3/20/2004,304462,88,346000,344000
3/27/2004,296776,87,340000,342000
4/3/2004,304249,91,335000,339750
4/10/2004,350739,99,355000,344000
4/17/2004,334965,92,364000,348500
4/24/2004,313686,92,339000,348250
5/1/2004,283236,87,324000,345500
5/8/2004,292754,89,329000,339000
5/15/2004,297061,85,349000,335250
5/22/2004,293974,86,342000,336000
5/29/2004,304067,90,337000,339250
6/5/2004,308229,87,355000,345750
6/12/2004,313930,93,339000,343250
6/19/2004,322481,91,354000,346250
6/26/2004,318746,92,348000,349000
7/3/2004,349920,107,326000,341750
7/10/2004,444531,129,345000,343250
7/17/2004,394372,111,355000,343500
7/24/2004,313225,90,348000,343500
7/31/2004,282128,83,341000,347250
8/7/2004,291611,87,336000,345000
8/14/2004,262936,79,332000,339250
8/21/2004,274433,80,343000,338000
8/28/2004,276308,79,352000,340750
9/4/2004,274930,84,326000,338250
9/11/2004,250568,76,331000,338000
9/18/2004,275846,81,341000,337500
9/25/2004,282729,81,351000,337250
10/2/2004,279591,84,335000,339500
10/9/2004,338711,100,338000,341250
10/16/2004,279846,86,327000,337750
10/23/2004,317573,94,338000,334500
10/30/2004,305546,92,332000,333750
11/6/2004,351404,106,330000,331750
11/13/2004,311901,93,337000,334250
11/20/2004,355954,114,313000,328000
11/27/2004,320690,96,335000,328750
12/4/2004,473570,138,343000,332000
12/11/2004,370604,117,316000,326750
12/18/2004,374749,117,322000,329000
12/25/2004,446699,140,320000,325250
1/1/2005,540927,152,356000,328500
1/8/2005,693776,188,369000,341750
1/15/2005,467862,141,332000,344250
1/22/2005,360583,110,329000,346500
1/29/2005,364704,110,331000,340250
2/5/2005,347391,113,307000,324750
2/12/2005,309290,100,308000,318750
2/19/2005,303814,96,318000,316000
2/26/2005,290776,93,314000,311750
3/5/2005,332067,100,333000,318250
3/12/2005,307061,95,324000,322250
3/19/2005,290719,88,329000,325000
3/26/2005,291378,85,342000,332000
4/2/2005,294994,88,335000,332500
4/9/2005,339709,105,323000,332250
4/16/2005,285657,93,307000,326750
4/23/2005,299891,95,317000,320500
4/30/2005,290824,87,334000,320250
5/7/2005,297347,91,327000,321250
5/14/2005,275524,86,321000,324750
5/21/2005,276761,87,320000,325500
5/28/2005,304306,90,340000,327000
6/4/2005,289914,86,338000,329750
6/11/2005,315938,95,333000,332750
6/18/2005,289831,90,321000,333000
6/25/2005,286681,92,311000,325750
7/2/2005,327268,100,327000,323000
7/9/2005,427323,126,338000,324250
7/16/2005,374665,116,323000,324750
7/23/2005,295026,93,318000,326500
7/30/2005,261906,83,316000,323750
8/6/2005,269746,87,311000,317000
8/13/2005,257151,81,319000,316000
8/20/2005,252016,80,315000,315250
8/27/2005,251642,79,318000,315750
9/3/2005,271613,83,326000,319500
9/10/2005,322387,76,422000,345250
9/17/2005,346204,82,424000,372500
9/24/2005,292435,82,359000,382750
10/1/2005,313847,82,384000,397250
10/8/2005,380093,99,383000,387500
10/15/2005,303158,87,348000,368500
10/22/2005,304733,94,324000,359750
10/29/2005,294376,91,322000,344250
11/5/2005,340491,105,325000,329750
11/12/2005,283564,92,309000,320000
11/19/2005,368859,114,324000,320000
11/26/2005,290730,94,311000,317250
12/3/2005,444600,139,321000,316250
12/10/2005,391961,120,327000,320750
12/17/2005,359108,115,312000,317750
12/24/2005,433397,136,320000,320000
12/31/2005,475889,158,302000,315250
1/7/2006,555114,170,326000,315000
1/14/2006,439873,155,285000,308250
1/21/2006,317926,110,290000,300750
1/28/2006,318805,113,282000,295750
2/4/2006,321527,111,289000,286500
2/11/2006,310078,104,298000,289750
2/18/2006,269571,95,283000,288000
2/25/2006,272478,93,293000,290750
3/4/2006,301867,100,302000,294000
3/11/2006,294764,96,307000,296250
3/18/2006,269237,89,303000,301250
3/25/2006,265370,90,295000,301750
4/1/2006,253985,87,291000,299000
4/8/2006,314696,105,299000,297000
4/15/2006,268472,90,299000,296000
4/22/2006,291349,95,308000,299250
4/29/2006,279715,87,321000,306750
5/6/2006,317239,92,347000,318750
5/13/2006,288972,86,335000,327750
5/20/2006,277168,87,319000,330500
5/27/2006,292714,89,330000,332750
6/3/2006,260263,85,307000,322750
6/10/2006,285892,96,298000,313500
6/17/2006,277441,90,308000,310750
6/24/2006,287503,93,309000,305500
7/1/2006,304638,97,316000,307750
7/8/2006,418363,122,343000,319000
7/15/2006,377115,119,318000,321500
7/22/2006,288875,95,306000,320750
7/29/2006,259974,84,311000,319500
8/5/2006,275430,87,318000,313250
8/12/2006,256259,83,310000,311250
8/19/2006,252357,80,315000,313500
8/26/2006,251275,80,314000,314250
9/2/2006,259539,82,315000,313500
9/9/2006,240231,76,314000,314500
9/16/2006,267036,83,324000,316750
9/23/2006,261396,82,319000,318000
9/30/2006,249288,81,309000,316500
10/7/2006,307646,97,316000,317000
10/14/2006,271863,89,305000,312250
10/21/2006,291372,93,313000,310750
10/28/2006,301079,92,328000,315500
11/4/2006,326711,102,319000,316250
11/11/2006,286151,92,311000,317750
11/18/2006,367690,113,326000,321000
11/25/2006,323509,93,349000,326250
12/2/2006,448898,137,327000,328250
12/9/2006,384123,124,311000,328250
12/16/2006,361672,114,318000,326250
12/23/2006,425357,132,323000,319750
12/30/2006,499979,147,341000,323250
1/6/2007,506059,153,330000,328000
1/13/2007,506709,171,296000,322500
1/20/2007,367583,110,335000,325500
1/27/2007,359959,117,308000,317250
2/3/2007,339018,109,310000,312250
2/10/2007,363018,108,338000,322750
2/17/2007,305945,95,321000,319250
2/24/2007,299000,93,322000,322750
3/3/2007,320194,100,320000,325250
3/10/2007,298927,97,308000,317750
3/17/2007,277187,90,309000,314750
3/24/2007,273432,90,303000,310000
3/31/2007,268218,87,307000,306750
4/7/2007,328266,99,332000,312750
4/14/2007,317917,97,327000,317250
4/21/2007,303984,95,321000,321750
4/28/2007,267672,89,301000,320250
5/5/2007,274801,92,300000,312250
5/12/2007,258516,87,297000,304750
5/19/2007,270446,87,310000,302000
5/26/2007,273397,88,310000,304250
6/2/2007,263527,84,313000,307500
6/9/2007,302368,97,313000,311500
6/16/2007,290951,91,320000,314000
6/23/2007,292583,94,313000,314750
6/30/2007,300348,95,317000,315750
7/7/2007,417554,130,321000,317750
7/14/2007,383839,121,317000,317000
7/21/2007,298366,96,310000,316250
7/28/2007,257426,84,305000,313250
8/4/2007,270563,86,314000,311500
8/11/2007,266420,84,316000,311250
8/18/2007,257573,80,321000,314000
8/25/2007,266179,81,329000,320000
9/1/2007,257454,82,314000,320000
9/8/2007,245526,77,321000,321250
9/15/2007,261971,84,313000,319250
9/22/2007,247643,82,302000,312500
9/29/2007,255431,81,317000,313250
10/6/2007,298317,94,316000,312000
10/13/2007,306519,91,335000,317500
10/20/2007,307675,92,334000,325500
10/27/2007,303357,92,328000,328250
11/3/2007,325831,100,327000,331000
11/10/2007,351760,106,333000,330500
11/17/2007,323124,97,332000,330000
11/24/2007,324047,92,352000,336000
12/1/2007,462902,135,344000,340250
12/8/2007,423130,127,332000,340000
12/15/2007,393042,112,350000,344500
12/22/2007,456280,129,355000,345250
12/29/2007,507908,141,360000,349250
1/5/2008,522700,151,346000,352750
1/12/2008,547943,170,322000,345750
1/19/2008,415397,129,321000,337250
1/26/2008,369498,101,366000,338750
2/2/2008,380234,109,350000,339750
2/9/2008,377595,110,344000,345250
2/16/2008,325886,96,339000,349750
2/23/2008,330013,93,354000,346750
3/1/2008,345287,100,345000,345500
3/8/2008,341364,98,348000,346500
3/15/2008,335909,91,369000,354000
3/22/2008,316208,86,368000,357500
3/29/2008,342189,88,387000,368000
4/5/2008,357209,101,354000,369500
4/12/2008,370960,102,365000,368500
4/19/2008,328334,94,349000,363750
4/26/2008,337854,91,370000,359500
5/3/2008,335533,91,370000,363500
5/10/2008,325479,89,366000,363750
5/17/2008,319817,87,367000,368250
5/24/2008,326627,88,369000,368000
5/31/2008,300989,83,362000,366000
6/7/2008,373033,98,382000,370000
6/14/2008,349254,92,378000,372750
6/21/2008,358158,94,381000,375750
6/28/2008,368544,94,392000,383250
7/5/2008,401672,108,371000,380500
7/12/2008,476071,124,385000,382250
7/19/2008,403607,100,402000,387500
7/26/2008,374182,86,434000,398000
8/2/2008,381887,85,448000,417250
8/9/2008,372807,87,430000,428500
8/16/2008,342164,81,424000,434000
8/23/2008,344255,82,421000,430750
8/30/2008,360485,82,442000,429250
9/6/2008,336131,76,441000,432000
9/13/2008,381720,85,449000,438250
9/20/2008,397610,82,483000,453750
9/27/2008,392121,81,483000,464000
10/4/2008,426786,89,482000,474250
10/11/2008,454100,99,461000,477250
10/18/2008,416114,87,478000,476000
10/25/2008,449429,94,480000,475250
11/1/2008,466373,95,490000,477250
11/8/2008,539812,106,512000,490000
11/15/2008,513047,96,536000,504500
11/22/2008,609128,114,532000,517500
11/29/2008,537230,102,529000,527250
12/6/2008,760481,133,570000,541750
12/13/2008,629867,111,566000,549250
12/20/2008,719691,123,587000,563000
12/27/2008,717000,135,533000,564000
1/3/2009,731958,146,503000,547250
1/10/2009,956791,174,551000,543500
1/17/2009,763987,129,591000,544500
1/24/2009,620143,106,586000,557750
1/31/2009,682176,109,629000,589250
2/7/2009,710152,111,637000,610750
2/14/2009,619951,98,632000,621000
2/21/2009,605668,93,655000,638250
2/28/2009,645827,99,652000,644000
3/7/2009,652635,99,660000,649750
3/14/2009,601192,92,651000,654500
3/21/2009,590067,89,661000,656000
3/28/2009,599299,90,665000,659250
4/4/2009,623279,96,653000,657500
4/11/2009,610522,102,599000,644500
4/18/2009,596564,93,639000,639000
4/25/2009,583457,94,620000,627750
5/2/2009,536648,89,602000,615000
5/9/2009,570412,91,625000,621500
5/16/2009,540925,87,620000,616750
5/23/2009,538311,89,606000,613250
5/30/2009,500380,82,607000,614500
6/6/2009,581092,98,596000,607250
6/13/2009,562449,95,595000,601000
6/20/2009,572425,94,608000,601500
6/27/2009,563387,95,594000,598250
7/4/2009,585963,102,573000,592500
7/11/2009,677038,124,546000,580250
7/18/2009,590730,106,560000,568250
7/25/2009,516351,88,587000,566500
8/1/2009,470988,85,555000,562000
8/8/2009,486586,88,555000,564250
8/15/2009,461780,82,562000,564750
8/22/2009,460998,82,560000,558000
8/29/2009,460525,82,564000,560250
9/5/2009,470079,84,558000,561000
9/12/2009,414557,77,542000,556000
9/19/2009,441311,82,536000,550000
9/26/2009,449620,81,554000,547500
10/3/2009,456233,86,533000,541250
10/10/2009,513852,101,511000,533500
10/17/2009,464985,88,531000,532250
10/24/2009,499374,94,530000,526250
10/31/2009,487714,94,522000,523500
11/7/2009,537230,105,512000,523750
11/14/2009,479350,95,507000,517750
11/21/2009,547022,113,482000,505750
11/28/2009,462090,97,475000,494000
12/5/2009,673097,136,497000,490250
12/12/2009,561655,113,498000,488000
12/19/2009,571378,119,479000,487250
12/26/2009,561852,120,468000,485500
1/2/2010,651215,143,456000,475250
1/9/2010,825891,176,469000,468000
1/16/2010,659173,130,507000,475000
1/23/2010,507651,108,471000,475750
1/30/2010,538617,109,496000,485750
2/6/2010,512463,110,466000,485000
2/13/2010,482078,99,489000,480500
2/20/2010,458160,92,500000,487750
2/27/2010,474662,97,488000,485750
3/6/2010,462679,98,472000,487250
3/13/2010,439061,92,478000,484500
3/20/2010,413067,88,472000,477500
3/27/2010,412710,90,459000,470250
4/3/2010,421130,88,479000,472000
4/10/2010,514136,107,479000,472250
4/17/2010,436814,93,469000,471500
4/24/2010,429196,96,449000,469000
5/1/2010,399350,89,451000,462000
5/8/2010,414327,92,451000,455000
5/15/2010,414572,87,474000,456250
5/22/2010,410778,89,463000,459750
5/29/2010,418873,92,458000,461500
6/5/2010,398864,87,459000,463500
6/12/2010,448305,96,467000,461750
6/19/2010,427080,94,452000,459000
6/26/2010,444712,96,464000,460500
7/3/2010,470366,104,454000,459250
7/10/2010,515991,118,439000,452250
7/17/2010,502065,109,462000,454750
7/24/2010,413679,89,465000,455000
7/31/2010,402140,84,476000,460500
8/7/2010,425471,88,483000,471500
8/14/2010,405484,83,486000,477500
8/21/2010,384955,83,464000,477250
8/28/2010,383135,82,467000,475000
9/4/2010,381863,84,452000,467250
9/11/2010,341791,77,444000,456750
9/18/2010,382341,83,459000,455500
9/25/2010,372551,81,459000,453500
10/2/2010,373681,84,446000,452000
10/9/2010,462667,101,459000,455750
10/16/2010,394016,89,444000,452000
10/23/2010,408489,95,432000,445250
10/30/2010,421097,93,453000,447000
11/6/2010,452657,104,434000,440750
11/13/2010,409548,95,432000,437750
11/20/2010,464817,114,407000,431500
11/27/2010,412922,96,432000,426250
12/4/2010,585711,137,428000,424750
12/11/2010,491776,116,425000,423000
12/18/2010,495548,117,424000,427250
12/25/2010,525710,130,404000,420250
1/1/2011,578904,140,413000,416500
1/8/2011,773499,178,434000,418750
1/15/2011,549688,131,421000,418000
1/22/2011,485950,109,446000,428500
1/29/2011,464775,111,420000,430250
2/5/2011,440706,110,402000,422250
2/12/2011,424400,100,425000,423250
2/19/2011,380985,97,394000,410250
2/26/2011,353797,92,385000,401500
3/5/2011,407299,98,414000,404500
3/12/2011,371721,92,404000,399250
3/19/2011,354457,87,407000,402500
3/26/2011,357457,90,399000,406000
4/2/2011,353817,90,395000,401250
4/9/2011,448029,108,416000,404250
4/16/2011,381834,95,402000,403000
4/23/2011,387867,92,422000,408750
4/30/2011,415974,89,468000,427000
5/7/2011,397737,91,435000,431750
5/14/2011,361573,87,414000,434750
5/21/2011,376632,89,423000,435000
5/28/2011,381497,91,418000,422500
6/4/2011,366816,87,423000,419500
6/11/2011,400608,97,413000,419250
6/18/2011,394286,95,416000,417500
6/25/2011,406633,97,421000,418250
7/2/2011,425640,102,418000,417000
7/9/2011,473963,116,408000,415750
7/16/2011,470086,112,420000,416750
7/23/2011,369207,90,411000,414250
7/30/2011,341103,84,406000,411250
8/6/2011,354408,88,405000,410500
8/13/2011,346014,85,409000,407750
8/20/2011,344870,83,415000,408750
8/27/2011,336761,82,409000,409500
9/3/2011,348582,84,414000,411750
9/10/2011,328868,77,429000,416750
9/17/2011,353820,84,422000,418500
9/24/2011,328073,81,406000,417750
10/1/2011,332394,82,405000,415500
10/8/2011,405906,99,410000,410750
10/15/2011,357562,91,395000,404000
10/22/2011,377156,94,403000,403250
10/29/2011,369647,93,399000,401750
11/5/2011,402532,103,392000,397250
11/12/2011,363016,95,383000,394250
11/19/2011,440157,114,385000,389750
11/26/2011,372640,94,397000,389250
12/3/2011,528793,137,387000,388000
12/10/2011,435863,119,368000,384250
12/17/2011,421103,114,368000,380000
12/24/2011,497689,129,386000,377250
12/31/2011,540057,144,376000,374500
1/7/2012,646219,165,391000,398750
1/14/2012,525422,143,367000,384500
1/21/2012,416880,109,381000,378750
1/28/2012,422287,114,372000,377750
2/4/2012,401365,109,368000,372000
2/11/2012,365014,101,361000,370500
2/18/2012,346659,97,359000,365000
2/25/2012,334242,92,365000,363250
3/3/2012,368433,98,375000,365000
3/10/2012,340102,92,369000,367000
3/17/2012,319498,87,368000,369250
3/24/2012,323373,89,363000,368750
3/31/2012,315800,88,358000,364500
4/7/2012,390064,101,387000,369000
4/14/2012,370482,97,381000,372250
4/21/2012,370632,96,387000,378250
4/28/2012,333476,90,372000,381750
5/5/2012,341080,91,373000,378250
5/12/2012,325094,88,369000,375250
5/19/2012,330427,89,371000,371250
5/26/2012,346260,91,381000,373500
6/2/2012,324385,86,377000,374500
6/9/2012,376610,98,383000,378000
6/16/2012,364548,95,384000,381250
6/23/2012,370521,97,380000,381000
6/30/2012,369826,100,372000,379750
7/7/2012,442192,123,360000,374000
7/14/2012,455260,117,390000,375500
7/21/2012,340780,93,368000,372500
7/28/2012,312931,84,372000,372500
8/4/2012,320219,86,371000,375250
8/11/2012,317680,86,369000,370000
8/18/2012,311857,83,376000,372000
